"opioid_type";"race";"year";"std_rate";"Model";"Standard Error";"Flag";"Joinpoints";"Final Selected Model"
"other_op";"total";2019;0.47070;0.48492;0.01226;NA;1;1
"other_op";"white";1999;0.96368;1.00605;0.02069;NA;1;1
"other_op";"white";2000;0.95350;1.00415;0.02041;NA;1;1
"other_op";"white";2001;0.97104;1.00226;0.02053;NA;1;1
"other_op";"white";2002;1.08402;1.00037;0.02168;NA;1;1
"other_op";"white";2003;1.07155;0.99848;0.02152;NA;1;1
"other_op";"white";2004;0.97372;0.99659;0.02050;NA;1;1
"other_op";"white";2005;1.01605;0.99471;0.02088;NA;1;1
"other_op";"white";2006;1.01968;0.99284;0.02090;NA;1;1
"other_op";"white";2007;0.95432;0.99097;0.02024;NA;1;1
"other_op";"white";2008;1.05556;0.98910;0.02122;NA;1;1
"other_op";"white";2009;0.94541;0.98723;0.02005;NA;1;1
"other_op";"white";2010;0.88005;0.98537;0.01944;NA;1;1
"other_op";"white";2011;1.01551;0.98351;0.02091;NA;1;1
"other_op";"white";2012;0.98780;0.98165;0.02059;NA;1;1
"other_op";"white";2013;0.99773;0.97980;0.02070;NA;1;1
"other_op";"white";2014;0.91312;0.97795;0.01970;NA;1;1
"other_op";"white";2015;1.00645;0.97611;0.02078;NA;1;1
"other_op";"white";2016;0.96156;0.97427;0.02034;Joinpoint 1;1;1
"other_op";"white";2017;0.83902;0.79582;0.01895;NA;1;1
"other_op";"white";2018;0.64254;0.65005;0.01662;NA;1;1
"other_op";"white";2019;0.52108;0.53099;0.01492;NA;1;1
"synth";"black";1999;0.11512;0.23446;0.01892;NA;2;2
"synth";"black";2000;0.11989;0.24543;0.01909;NA;2;2
"synth";"black";2001;0.14911;0.25692;0.02106;NA;2;2
"synth";"black";2002;0.17704;0.26894;0.02263;NA;2;2
"synth";"black";2003;0.14090;0.28153;0.01982;NA;2;2
"synth";"black";2004;0.17385;0.29470;0.02178;NA;2;2
"synth";"black";2005;0.23043;0.30849;0.02507;NA;2;2
"synth";"black";2006;0.96676;0.32293;0.05117;NA;2;2
"synth";"black";2007;0.24444;0.33804;0.02567;NA;2;2
"synth";"black";2008;0.23367;0.35386;0.02493;NA;2;2
"synth";"black";2009;0.33434;0.37041;0.02914;NA;2;2
"synth";"black";2010;0.35820;0.38775;0.03004;NA;2;2
"synth";"black";2011;0.32686;0.40589;0.02850;NA;2;2
"synth";"black";2012;0.30419;0.42489;0.02728;NA;2;2
"synth";"black";2013;0.48150;0.44477;0.03415;Joinpoint 1;2;2
"synth";"black";2014;1.08610;1.05866;0.05159;NA;2;2
"synth";"black";2015;2.10127;2.51989;0.07080;NA;2;2
"synth";"black";2016;5.62424;5.99797;0.11498;Joinpoint 2;2;2
"synth";"black";2017;8.85473;8.05874;0.14393;NA;2;2
"synth";"black";2018;10.96007;10.82755;0.15939;NA;2;2
"synth";"black";2019;14.18190;14.54765;0.18050;NA;2;2
"synth";"total";1999;0.26792;0.25506;0.00992;NA;3;3
"synth";"total";2000;0.27820;0.29895;0.00995;NA;3;3
"synth";"total";2001;0.33556;0.35040;0.01086;NA;3;3
"synth";"total";2002;0.44941;0.41069;0.01250;NA;3;3
"synth";"total";2003;0.48310;0.48137;0.01293;NA;3;3
"synth";"total";2004;0.56737;0.56420;0.01395;NA;3;3
"synth";"total";2005;0.58689;0.66129;0.01412;NA;3;3
"synth";"total";2006;0.90171;0.77509;0.01743;Joinpoint 1;3;3
"synth";"total";2007;0.72949;0.80521;0.01562;NA;3;3
"synth";"total";2008;0.75237;0.83649;0.01581;NA;3;3
"synth";"total";2009;0.94746;0.86899;0.01767;NA;3;3
"synth";"total";2010;0.96196;0.90275;0.01778;NA;3;3
"synth";"total";2011;0.84775;0.93783;0.01666;NA;3;3
"synth";"total";2012;0.82867;0.97427;0.01644;NA;3;3
"synth";"total";2013;0.96608;1.01212;0.01767;Joinpoint 2;3;3
"synth";"total";2014;1.76175;1.76799;0.02407;NA;3;3
"synth";"total";2015;3.05119;3.08836;0.03172;NA;3;3
"synth";"total";2016;6.17823;5.39482;0.04513;NA;3;3
"synth";"total";2017;9.00436;9.42377;0.05435;Joinpoint 3;3;3
"synth";"total";2018;9.87346;10.27082;0.05684;NA;3;3
"synth";"total";2019;11.38617;11.19401;0.06088;NA;3;3
"synth";"white";1999;0.29763;0.29387;0.01147;NA;3;3
"synth";"white";2000;0.31789;0.34406;0.01175;NA;3;3
"synth";"white";2001;0.38474;0.40283;0.01288;NA;3;3
"synth";"white";2002;0.51960;0.47163;0.01493;NA;3;3
"synth";"white";2003;0.56848;0.55217;0.01563;NA;3;3
"synth";"white";2004;0.66406;0.64648;0.01684;NA;3;3
"synth";"white";2005;0.67826;0.75689;0.01697;NA;3;3
"synth";"white";2006;0.96769;0.88616;0.02028;Joinpoint 1;3;3
"synth";"white";2007;0.86681;0.92654;0.01914;NA;3;3
"synth";"white";2008;0.88836;0.96876;0.01935;NA;3;3
"synth";"white";2009;1.11208;1.01290;0.02161;NA;3;3
"synth";"white";2010;1.14632;1.05905;0.02200;NA;3;3
"synth";"white";2011;1.00520;1.10731;0.02059;NA;3;3
"synth";"white";2012;0.98986;1.15776;0.02045;NA;3;3
"synth";"white";2013;1.14022;1.21052;0.02189;Joinpoint 2;3;3
"synth";"white";2014;2.06735;2.08706;0.02985;NA;3;3
"synth";"white";2015;3.59325;3.59833;0.03959;NA;3;3
"synth";"white";2016;7.06875;6.20391;0.05575;NA;3;3
"synth";"white";2017;10.20641;10.69623;0.06692;Joinpoint 3;3;3
"synth";"white";2018;10.98882;11.40600;0.06949;NA;3;3
"synth";"white";2019;12.36551;12.16288;0.07364;NA;3;3
