age,race,hispanic,year,pop_est
45,asian_pacific,0,2012,1214207
45,asian_pacific,1,2012,47205
45,black,0,2012,2747977
45,black,1,2012,147227
45,white,0,2012,14342069
45,white,1,2012,2911866
50,american_indian,0,2012,181430
50,american_indian,1,2012,85270
50,asian_pacific,0,2012,1108150
50,asian_pacific,1,2012,39086
50,black,0,2012,2749283
50,black,1,2012,122760
50,white,0,2012,15853323
50,white,1,2012,2436632
55,american_indian,0,2012,157233
55,american_indian,1,2012,63167
55,asian_pacific,0,2012,995264
55,asian_pacific,1,2012,29000
55,black,0,2012,2393661
55,black,1,2012,94979
55,white,0,2012,15132741
55,white,1,2012,1903194
60,american_indian,0,2012,123703
60,american_indian,1,2012,41763
60,asian_pacific,0,2012,829721
60,asian_pacific,1,2012,20228
60,black,0,2012,1885667
60,black,1,2012,68395
60,white,0,2012,13425752
60,white,1,2012,1416292
65,american_indian,0,2012,87468
65,american_indian,1,2012,26763
65,asian_pacific,0,2012,590392
65,asian_pacific,1,2012,13323
65,black,0,2012,1294819
65,black,1,2012,46504
65,white,0,2012,10906533
65,white,1,2012,1015588
70,american_indian,0,2012,58233
70,american_indian,1,2012,16451
70,asian_pacific,0,2012,427046
70,asian_pacific,1,2012,8862
70,black,0,2012,913579
70,black,1,2012,31330
70,white,0,2012,7843301
70,white,1,2012,712848
75,american_indian,0,2012,37632
75,american_indian,1,2012,10859
75,asian_pacific,0,2012,300632
75,asian_pacific,1,2012,5949
75,black,0,2012,657124
75,black,1,2012,22020
75,white,0,2012,5937941
75,white,1,2012,518116
80,american_indian,0,2012,22771
80,american_indian,1,2012,7102
80,asian_pacific,0,2012,202145
80,asian_pacific,1,2012,3750
80,black,0,2012,438840
80,black,1,2012,14135
80,white,0,2012,4723940
80,white,1,2012,364885
85,american_indian,0,2012,19555
85,american_indian,1,2012,5704
85,asian_pacific,0,2012,178160
85,asian_pacific,1,2012,3135
85,black,0,2012,420541
85,black,1,2012,12033
85,white,0,2012,4928181
85,white,1,2012,307949
0,american_indian,0,2013,203747
0,american_indian,1,2013,179889
0,asian_pacific,0,2013,1079404
0,asian_pacific,1,2013,109208
0,black,0,2013,3037814
0,black,1,2013,334631
0,white,0,2013,10410122
0,white,1,2013,4494399
5,american_indian,0,2013,208078
5,american_indian,1,2013,182966
5,asian_pacific,0,2013,1141176
5,asian_pacific,1,2013,102707
5,black,0,2013,3084789
5,black,1,2013,315779
5,white,0,2013,11007239
5,white,1,2013,4524618
10,american_indian,0,2013,207892
10,american_indian,1,2013,166764
10,asian_pacific,0,2013,1101542
10,asian_pacific,1,2013,89348
10,black,0,2013,3106254
10,black,1,2013,275865
10,white,0,2013,11464563
10,white,1,2013,4239072
15,american_indian,0,2013,214197
15,american_indian,1,2013,159876
15,asian_pacific,0,2013,1122262
15,asian_pacific,1,2013,83402
15,black,0,2013,3265340
15,black,1,2013,258200
15,white,0,2013,11988514
15,white,1,2013,4087134
20,american_indian,0,2013,228867
20,american_indian,1,2013,164947
20,asian_pacific,0,2013,1367063
20,asian_pacific,1,2013,86869
20,black,0,2013,3571712
20,black,1,2013,270843
20,white,0,2013,12987215
20,white,1,2013,4137189
25,american_indian,0,2013,193592
25,american_indian,1,2013,156743
25,asian_pacific,0,2013,1482448
25,asian_pacific,1,2013,79896
25,black,0,2013,2961851
25,black,1,2013,243907
25,white,0,2013,12554344
25,white,1,2013,3900113
30,american_indian,0,2013,179072
30,american_indian,1,2013,154398
30,asian_pacific,0,2013,1515759
30,asian_pacific,1,2013,77443
30,black,0,2013,2820383
30,black,1,2013,234851
30,white,0,2013,12386547
30,white,1,2013,3902841
35,american_indian,0,2013,160201
35,american_indian,1,2013,137370
35,asian_pacific,0,2013,1440510
35,asian_pacific,1,2013,67068
35,black,0,2013,2550054
35,black,1,2013,199783
35,white,0,2013,11409771
35,white,1,2013,3646363
40,american_indian,0,2013,164940
40,american_indian,1,2013,123786
40,asian_pacific,0,2013,1428279
40,asian_pacific,1,2013,58249
40,black,0,2013,2672339
40,black,1,2013,170799
40,white,0,2013,12833351
40,white,1,2013,3398518
45,american_indian,0,2013,170921
45,american_indian,1,2013,105701
45,asian_pacific,0,2013,1233497
45,asian_pacific,1,2013,48623
45,black,0,2013,2701179
45,black,1,2013,151428
45,white,0,2013,13817004
45,white,1,2013,2983371
50,american_indian,0,2013,181927
50,american_indian,1,2013,89395
50,asian_pacific,0,2013,1144590
50,asian_pacific,1,2013,41037
50,black,0,2013,2762437
50,black,1,2013,128187
50,white,0,2013,15666095
50,white,1,2013,2539327
55,american_indian,0,2013,162157
55,american_indian,1,2013,67314
55,asian_pacific,0,2013,1032013
55,asian_pacific,1,2013,30813
55,black,0,2013,2470076
55,black,1,2013,100966
55,white,0,2013,15317072
55,white,1,2013,1996855
60,american_indian,0,2013,127772
60,american_indian,1,2013,44742
60,asian_pacific,0,2013,863884
60,asian_pacific,1,2013,21453
60,black,0,2013,1945963
60,black,1,2013,72563
60,white,0,2013,13548651
60,white,1,2013,1485131
65,american_indian,0,2013,93336
65,american_indian,1,2013,29206
65,asian_pacific,0,2013,642488
65,asian_pacific,1,2013,14551
65,black,0,2013,1375536
65,black,1,2013,50041
65,white,0,2013,11303689
65,white,1,2013,1085128
70,american_indian,0,2013,61721
70,american_indian,1,2013,17767
70,asian_pacific,0,2013,450574
70,asian_pacific,1,2013,9421
70,black,0,2013,957242
70,black,1,2013,33658
70,white,0,2013,8319153
70,white,1,2013,751097
75,american_indian,0,2013,39803
75,american_indian,1,2013,11623
75,asian_pacific,0,2013,317994
75,asian_pacific,1,2013,6412
75,black,0,2013,674678
75,black,1,2013,23388
75,white,0,2013,6059418
75,white,1,2013,542541
80,american_indian,0,2013,24026
80,american_indian,1,2013,7366
80,asian_pacific,0,2013,213831
80,asian_pacific,1,2013,3935
80,black,0,2013,449416
80,black,1,2013,14814
80,white,0,2013,4669272
80,white,1,2013,375940
85,american_indian,0,2013,20938
85,american_indian,1,2013,6214
85,asian_pacific,0,2013,193965
85,asian_pacific,1,2013,3376
85,black,0,2013,434111
85,black,1,2013,13011
85,white,0,2013,5004552
85,white,1,2013,333286
0,american_indian,0,2014,203158
0,american_indian,1,2014,180680
0,asian_pacific,0,2014,1099819
0,asian_pacific,1,2014,110113
0,black,0,2014,3040933
0,black,1,2014,338915
0,white,0,2014,10393909
0,white,1,2014,4504826
5,american_indian,0,2014,207469
5,american_indian,1,2014,184614
5,asian_pacific,0,2014,1152074
5,asian_pacific,1,2014,105481
5,black,0,2014,3105097
5,black,1,2014,326149
5,white,0,2014,10867557
5,white,1,2014,4566613
10,american_indian,0,2014,206490
10,american_indian,1,2014,169690
10,asian_pacific,0,2014,1139168
10,asian_pacific,1,2014,91334
10,black,0,2014,3085946
10,black,1,2014,282626
10,white,0,2014,11378123
10,white,1,2014,4312698
15,american_indian,0,2014,211326
15,american_indian,1,2014,160702
15,asian_pacific,0,2014,1140478
15,asian_pacific,1,2014,84443
15,black,0,2014,3211569
15,black,1,2014,262441
15,white,0,2014,11862183
15,white,1,2014,4121463
20,american_indian,0,2014,230668
20,american_indian,1,2014,166321
20,asian_pacific,0,2014,1386297
20,asian_pacific,1,2014,86989
20,black,0,2014,3610505
20,black,1,2014,273886
20,white,0,2014,12901013
20,white,1,2014,4221407
25,american_indian,0,2014,199236
25,american_indian,1,2014,157861
25,asian_pacific,0,2014,1545369
25,asian_pacific,1,2014,81605
25,black,0,2014,3087317
25,black,1,2014,252008
25,white,0,2014,12685200
25,white,1,2014,3946897
30,american_indian,0,2014,181930
30,american_indian,1,2014,156529
30,asian_pacific,0,2014,1574920
30,asian_pacific,1,2014,78694
30,black,0,2014,2844807
30,black,1,2014,238979
30,white,0,2014,12480865
30,white,1,2014,3948586
35,american_indian,0,2014,162263
35,american_indian,1,2014,140294
35,asian_pacific,0,2014,1468888
35,asian_pacific,1,2014,69641
35,black,0,2014,2603134
35,black,1,2014,209672
35,white,0,2014,11533175
35,white,1,2014,3694151
40,american_indian,0,2014,162548
40,american_indian,1,2014,126663
40,asian_pacific,0,2014,1464585
40,asian_pacific,1,2014,59505
40,black,0,2014,2651394
40,black,1,2014,176194
40,white,0,2014,12432071
40,white,1,2014,3468688
45,american_indian,0,2014,166324
45,american_indian,1,2014,108154
45,asian_pacific,0,2014,1265458
45,asian_pacific,1,2014,50258
45,black,0,2014,2647184
45,black,1,2014,154429
45,white,0,2014,13394073
45,white,1,2014,3046173
50,american_indian,0,2014,182102
50,american_indian,1,2014,93363
50,asian_pacific,0,2014,1184301
50,asian_pacific,1,2014,42768
50,black,0,2014,2767910
50,black,1,2014,134472
50,white,0,2014,15470727
50,white,1,2014,2643386
55,american_indian,0,2014,165920
55,american_indian,1,2014,71702
55,asian_pacific,0,2014,1061548
55,asian_pacific,1,2014,32839
55,black,0,2014,2533678
55,black,1,2014,106585
55,white,0,2014,15400800
55,white,1,2014,2091860
60,american_indian,0,2014,132453
60,american_indian,1,2014,48035
60,asian_pacific,0,2014,899193
60,asian_pacific,1,2014,22914
60,black,0,2014,2016499
60,black,1,2014,77425
60,white,0,2014,13768111
60,white,1,2014,1567150
65,american_indian,0,2014,99472
65,american_indian,1,2014,31829
65,asian_pacific,0,2014,696748
65,asian_pacific,1,2014,15828
65,black,0,2014,1468260
65,black,1,2014,54163
65,white,0,2014,11777836
65,white,1,2014,1155634
70,american_indian,0,2014,65447
70,american_indian,1,2014,19361
70,asian_pacific,0,2014,478674
70,asian_pacific,1,2014,10011
70,black,0,2014,998396
70,black,1,2014,35630
70,white,0,2014,8660661
70,white,1,2014,791359
75,american_indian,0,2014,42169
75,american_indian,1,2014,12377
75,asian_pacific,0,2014,337862
75,asian_pacific,1,2014,6791
75,black,0,2014,694429
75,black,1,2014,24966
75,white,0,2014,6224457
75,white,1,2014,568388
80,american_indian,0,2014,25199
80,american_indian,1,2014,7747
80,asian_pacific,0,2014,225058
80,asian_pacific,1,2014,4116
80,black,0,2014,460811
80,black,1,2014,15531
80,white,0,2014,4624934
80,white,1,2014,387997
85,american_indian,0,2014,22324
85,american_indian,1,2014,6726
85,asian_pacific,0,2014,210840
85,asian_pacific,1,2014,3643
85,black,0,2014,448955
85,black,1,2014,14081
85,white,0,2014,5081095
85,white,1,2014,359980
0,american_indian,0,2015,201566
0,american_indian,1,2015,181776
0,asian_pacific,0,2015,1125786
0,asian_pacific,1,2015,111725
0,black,0,2015,3050918
0,black,1,2015,343671
0,white,0,2015,10387688
0,white,1,2015,4514975
5,american_indian,0,2015,206602
5,american_indian,1,2015,185289
5,asian_pacific,0,2015,1165172
5,asian_pacific,1,2015,107809
5,black,0,2015,3116961
5,black,1,2015,334258
5,white,0,2015,10753086
5,white,1,2015,4607566
10,american_indian,0,2015,204718
10,american_indian,1,2015,172771
10,asian_pacific,0,2015,1166947
10,asian_pacific,1,2015,93810
10,black,0,2015,3054444
10,black,1,2015,289933
10,white,0,2015,11244180
10,white,1,2015,4378084
15,american_indian,0,2015,210993
15,american_indian,1,2015,163315
15,asian_pacific,0,2015,1168103
15,asian_pacific,1,2015,85563
15,black,0,2015,3203947
15,black,1,2015,268894
15,white,0,2015,11788346
15,white,1,2015,4194009
20,american_indian,0,2015,228104
20,american_indian,1,2015,166434
20,asian_pacific,0,2015,1398308
20,asian_pacific,1,2015,86457
20,black,0,2015,3571025
20,black,1,2015,273409
20,white,0,2015,12686904
20,white,1,2015,4261791
25,american_indian,0,2015,206474
25,american_indian,1,2015,160160
25,asian_pacific,0,2015,1613947
25,asian_pacific,1,2015,84150
25,black,0,2015,3236571
25,black,1,2015,261924
25,white,0,2015,12826829
25,white,1,2015,4024807
30,american_indian,0,2015,183369
30,american_indian,1,2015,156850
30,asian_pacific,0,2015,1630058
30,asian_pacific,1,2015,78906
30,black,0,2015,2859050
30,black,1,2015,242084
30,white,0,2015,12521156
30,white,1,2015,3966445
35,american_indian,0,2015,166140
35,american_indian,1,2015,144850
35,asian_pacific,0,2015,1512116
35,asian_pacific,1,2015,72637
35,black,0,2015,2681069
35,black,1,2015,221060
35,white,0,2015,11737033
35,white,1,2015,3782013
40,american_indian,0,2015,159747
40,american_indian,1,2015,128973
40,asian_pacific,0,2015,1492565
40,asian_pacific,1,2015,60838
40,black,0,2015,2609668
40,black,1,2015,181831
40,white,0,2015,11985100
40,white,1,2015,3528367
45,american_indian,0,2015,163397
45,american_indian,1,2015,112024
45,asian_pacific,0,2015,1318521
45,asian_pacific,1,2015,52416
45,black,0,2015,2632813
45,black,1,2015,159098
45,white,0,2015,13205243
45,white,1,2015,3133666
50,american_indian,0,2015,179741
50,american_indian,1,2015,96419
50,asian_pacific,0,2015,1206102
50,asian_pacific,1,2015,44299
50,black,0,2015,2753690
50,black,1,2015,139413
50,white,0,2015,15113799
50,white,1,2015,2730791
55,american_indian,0,2015,169860
55,american_indian,1,2015,76309
55,asian_pacific,0,2015,1094561
55,asian_pacific,1,2015,35072
55,black,0,2015,2593246
55,black,1,2015,112799
55,white,0,2015,15462272
55,white,1,2015,2198494
60,american_indian,0,2015,137446
60,american_indian,1,2015,52030
60,asian_pacific,0,2015,935029
60,asian_pacific,1,2015,24551
60,black,0,2015,2088627
60,black,1,2015,82370
60,white,0,2015,14039705
60,white,1,2015,1659050
65,american_indian,0,2015,106061
65,american_indian,1,2015,34749
65,asian_pacific,0,2015,757189
65,asian_pacific,1,2015,17107
65,black,0,2015,1569953
65,black,1,2015,59010
65,white,0,2015,12258779
65,white,1,2015,1232172
70,american_indian,0,2015,68665
70,american_indian,1,2015,20893
70,asian_pacific,0,2015,507890
70,asian_pacific,1,2015,10668
70,black,0,2015,1037475
70,black,1,2015,37978
70,white,0,2015,8942568
70,white,1,2015,837505
75,american_indian,0,2015,44553
75,american_indian,1,2015,13197
75,asian_pacific,0,2015,360391
75,asian_pacific,1,2015,7300
75,black,0,2015,717945
75,black,1,2015,26450
75,white,0,2015,6346769
75,white,1,2015,592945
80,american_indian,0,2015,26592
80,american_indian,1,2015,8152
80,asian_pacific,0,2015,236649
80,asian_pacific,1,2015,4441
80,black,0,2015,474220
80,black,1,2015,16490
80,white,0,2015,4620277
80,white,1,2015,402965
85,american_indian,0,2015,24024
85,american_indian,1,2015,7367
85,asian_pacific,0,2015,229725
85,asian_pacific,1,2015,3894
85,black,0,2015,465007
85,black,1,2015,15198
85,white,0,2015,5135312
85,white,1,2015,389171
0,american_indian,0,2016,199134
0,american_indian,1,2016,184826
0,asian_pacific,0,2016,1151744
0,asian_pacific,1,2016,114128
0,black,0,2016,3054889
0,black,1,2016,348749
0,white,0,2016,10354229
0,white,1,2016,4514666
5,american_indian,0,2016,205758
5,american_indian,1,2016,183760
5,asian_pacific,0,2016,1173810
5,asian_pacific,1,2016,108923
5,black,0,2016,3121587
5,black,1,2016,338516
5,white,0,2016,10653724
5,white,1,2016,4646318
10,american_indian,0,2016,204481
10,american_indian,1,2016,176621
10,asian_pacific,0,2016,1186223
10,asian_pacific,1,2016,96820
10,black,0,2016,3051448
10,black,1,2016,299746
10,white,0,2016,11143005
10,white,1,2016,4462336
15,american_indian,0,2016,210331
15,american_indian,1,2016,165619
15,asian_pacific,0,2016,1198218
15,asian_pacific,1,2016,87284
15,black,0,2016,3209274
15,black,1,2016,276650
15,white,0,2016,11711481
15,white,1,2016,4276671
20,american_indian,0,2016,222925
20,american_indian,1,2016,165791
20,asian_pacific,0,2016,1410432
20,asian_pacific,1,2016,85316
20,black,0,2016,3486513
20,black,1,2016,271251
20,white,0,2016,12432828
20,white,1,2016,4283492
25,american_indian,0,2016,214686
25,american_indian,1,2016,163112
25,asian_pacific,0,2016,1682727
25,asian_pacific,1,2016,86855
25,black,0,2016,3396350
25,black,1,2016,272493
25,white,0,2016,12978364
25,white,1,2016,4124012
30,american_indian,0,2016,185706
30,american_indian,1,2016,158056
30,asian_pacific,0,2016,1687181
30,asian_pacific,1,2016,79657
30,black,0,2016,2900335
30,black,1,2016,246920
30,white,0,2016,12563698
30,white,1,2016,4003364
35,american_indian,0,2016,169872
35,american_indian,1,2016,148449
35,asian_pacific,0,2016,1561735
35,asian_pacific,1,2016,74932
35,black,0,2016,2752022
35,black,1,2016,229480
35,white,0,2016,11996318
35,white,1,2016,3858168
40,american_indian,0,2016,156555
40,american_indian,1,2016,131189
40,asian_pacific,0,2016,1513741
40,asian_pacific,1,2016,62629
40,black,0,2016,2554225
40,black,1,2016,189070
40,white,0,2016,11507658
40,white,1,2016,3579078
45,american_indian,0,2016,163061
45,american_indian,1,2016,115921
45,asian_pacific,0,2016,1375510
45,asian_pacific,1,2016,54708
45,black,0,2016,2646563
45,black,1,2016,164506
45,white,0,2016,13173550
45,white,1,2016,3230859
50,american_indian,0,2016,175472
50,american_indian,1,2016,99504
50,asian_pacific,0,2016,1233249
50,asian_pacific,1,2016,45692
50,black,0,2016,2726897
50,black,1,2016,144698
50,white,0,2016,14571544
50,white,1,2016,2814853
55,american_indian,0,2016,172565
55,american_indian,1,2016,79903
55,asian_pacific,0,2016,1115991
55,asian_pacific,1,2016,36810
55,black,0,2016,2628015
55,black,1,2016,117634
55,white,0,2016,15507500
55,white,1,2016,2293926
60,american_indian,0,2016,142752
60,american_indian,1,2016,56368
60,asian_pacific,0,2016,979194
60,asian_pacific,1,2016,26476
60,black,0,2016,2160913
60,black,1,2016,88238
60,white,0,2016,14254594
60,white,1,2016,1751738
65,american_indian,0,2016,112490
65,american_indian,1,2016,37790
65,asian_pacific,0,2016,805753
65,asian_pacific,1,2016,18523
65,black,0,2016,1677689
65,black,1,2016,63237
65,white,0,2016,12783582
65,white,1,2016,1308392
70,american_indian,0,2016,71652
70,american_indian,1,2016,22803
70,asian_pacific,0,2016,539250
70,asian_pacific,1,2016,11470
70,black,0,2016,1072086
70,black,1,2016,41157
70,white,0,2016,9155304
70,white,1,2016,888803
75,american_indian,0,2016,47171
75,american_indian,1,2016,13985
75,asian_pacific,0,2016,381163
75,asian_pacific,1,2016,7688
75,black,0,2016,740578
75,black,1,2016,27775
75,white,0,2016,6528651
75,white,1,2016,618654
80,american_indian,0,2016,28330
80,american_indian,1,2016,8615
80,asian_pacific,0,2016,251029
80,asian_pacific,1,2016,4702
80,black,0,2016,492287
80,black,1,2016,17607
80,white,0,2016,4642959
80,white,1,2016,419846
85,american_indian,0,2016,25497
85,american_indian,1,2016,8001
85,asian_pacific,0,2016,247662
85,asian_pacific,1,2016,4190
85,black,0,2016,478360
85,black,1,2016,16273
85,white,0,2016,5186498
85,white,1,2016,416482
0,american_indian,0,2017,197098
0,american_indian,1,2017,184749
0,asian_pacific,0,2017,1165698
0,asian_pacific,1,2017,115683
0,black,0,2017,3050509
0,black,1,2017,351105
0,white,0,2017,10309085
0,white,1,2017,4518040
5,american_indian,0,2017,204164
5,american_indian,1,2017,183095
5,asian_pacific,0,2017,1183649
5,asian_pacific,1,2017,109465
5,black,0,2017,3105109
5,black,1,2017,341075
5,white,0,2017,10543517
5,white,1,2017,4634863
10,american_indian,0,2017,205503
10,american_indian,1,2017,181336
10,asian_pacific,0,2017,1212082
10,asian_pacific,1,2017,100584
10,black,0,2017,3085328
10,black,1,2017,312633
10,white,0,2017,11100940
10,white,1,2017,4567388
15,american_indian,0,2017,208939
15,american_indian,1,2017,167783
15,asian_pacific,0,2017,1219100
15,asian_pacific,1,2017,88921
15,black,0,2017,3193256
15,black,1,2017,283049
15,white,0,2017,11595835
15,white,1,2017,4346449
20,american_indian,0,2017,216818
20,american_indian,1,2017,165064
20,asian_pacific,0,2017,1424383
20,asian_pacific,1,2017,85016
20,black,0,2017,3403779
20,black,1,2017,271421
20,white,0,2017,12210994
20,white,1,2017,4288189
25,american_indian,0,2017,222462
25,american_indian,1,2017,166677
25,asian_pacific,0,2017,1731636
25,asian_pacific,1,2017,88373
25,black,0,2017,3535874
25,black,1,2017,280941
25,white,0,2017,13073646
25,white,1,2017,4236566
30,american_indian,0,2017,188490
30,american_indian,1,2017,158044
30,asian_pacific,0,2017,1727047
30,asian_pacific,1,2017,80277
30,black,0,2017,2948486
30,black,1,2017,250868
30,white,0,2017,12565575
30,white,1,2017,4019656
35,american_indian,0,2017,172394
35,american_indian,1,2017,152043
35,asian_pacific,0,2017,1624117
35,asian_pacific,1,2017,76675
35,black,0,2017,2806569
35,black,1,2017,237260
35,white,0,2017,12190626
35,white,1,2017,3930770
40,american_indian,0,2017,156518
40,american_indian,1,2017,133917
40,asian_pacific,0,2017,1528226
40,asian_pacific,1,2017,65162
40,black,0,2017,2543055
40,black,1,2017,197788
40,white,0,2017,11330505
40,white,1,2017,3635581
45,american_indian,0,2017,162292
45,american_indian,1,2017,119709
45,asian_pacific,0,2017,1441145
45,asian_pacific,1,2017,56603
45,black,0,2017,2656642
45,black,1,2017,170183
45,white,0,2017,12984893
45,white,1,2017,3324719
50,american_indian,0,2017,170505
50,american_indian,1,2017,101701
50,asian_pacific,0,2017,1252278
50,asian_pacific,1,2017,47000
50,black,0,2017,2684343
50,black,1,2017,148936
50,white,0,2017,14058541
50,white,1,2017,2884271
55,american_indian,0,2017,173781
55,american_indian,1,2017,83440
55,asian_pacific,0,2017,1138508
55,asian_pacific,1,2017,38735
55,black,0,2017,2640067
55,black,1,2017,122459
55,white,0,2017,15372858
55,white,1,2017,2390062
60,american_indian,0,2017,148400
60,american_indian,1,2017,61215
60,asian_pacific,0,2017,1018046
60,asian_pacific,1,2017,28363
60,black,0,2017,2249182
60,black,1,2017,94417
60,white,0,2017,14490275
60,white,1,2017,1852111
65,american_indian,0,2017,114476
65,american_indian,1,2017,40089
65,asian_pacific,0,2017,839883
65,asian_pacific,1,2017,19622
65,black,0,2017,1727533
65,black,1,2017,67044
65,white,0,2017,12630645
65,white,1,2017,1363708
70,american_indian,0,2017,78877
70,american_indian,1,2017,25342
70,asian_pacific,0,2017,584122
70,asian_pacific,1,2017,12649
70,black,0,2017,1151958
70,black,1,2017,44843
70,white,0,2017,9971737
70,white,1,2017,960155
75,american_indian,0,2017,50005
75,american_indian,1,2017,14985
75,asian_pacific,0,2017,404312
75,asian_pacific,1,2017,8116
75,black,0,2017,769785
75,black,1,2017,29080
75,white,0,2017,6806311
75,white,1,2017,647934
80,american_indian,0,2017,29893
80,american_indian,1,2017,9138
80,asian_pacific,0,2017,266430
80,asian_pacific,1,2017,5021
80,black,0,2017,505965
80,black,1,2017,18825
80,white,0,2017,4687170
80,white,1,2017,437856
85,american_indian,0,2017,27126
85,american_indian,1,2017,8598
85,asian_pacific,0,2017,265902
85,asian_pacific,1,2017,4498
85,black,0,2017,491936
85,black,1,2017,17353
85,white,0,2017,5212830
85,white,1,2017,442171
0,american_indian,0,2018,194733
0,american_indian,1,2018,185367
0,asian_pacific,0,2018,1166063
0,asian_pacific,1,2018,116274
0,black,0,2018,3038979
0,black,1,2018,351795
0,white,0,2018,10238527
0,white,1,2018,4518537
5,american_indian,0,2018,202554
5,american_indian,1,2018,181977
5,asian_pacific,0,2018,1198310
5,asian_pacific,1,2018,110171
5,black,0,2018,3086854
5,black,1,2018,343603
5,white,0,2018,10451517
5,white,1,2018,4620656
10,american_indian,0,2018,206839
10,american_indian,1,2018,184888
10,asian_pacific,0,2018,1231408
10,asian_pacific,1,2018,103877
10,black,0,2018,3130290
10,black,1,2018,326640
10,white,0,2018,11032242
10,white,1,2018,4663343
15,american_indian,0,2018,206659
15,american_indian,1,2018,170656
15,asian_pacific,0,2018,1251326
15,asian_pacific,1,2018,91112
15,black,0,2018,3165688
15,black,1,2018,289768
15,white,0,2018,11498464
15,white,1,2018,4423548
20,american_indian,0,2018,212596
20,american_indian,1,2018,165248
20,asian_pacific,0,2018,1440873
20,asian_pacific,1,2018,85765
20,black,0,2018,3334786
20,black,1,2018,274529
20,white,0,2018,12046152
20,white,1,2018,4313630
25,american_indian,0,2018,227247
25,american_indian,1,2018,168622
25,asian_pacific,0,2018,1760553
25,asian_pacific,1,2018,88899
25,black,0,2018,3635494
25,black,1,2018,286511
25,white,0,2018,13061087
25,white,1,2018,4333343
30,american_indian,0,2018,191550
30,american_indian,1,2018,158602
30,asian_pacific,0,2018,1773702
30,asian_pacific,1,2018,81360
30,black,0,2018,3022597
30,black,1,2018,256932
30,white,0,2018,12596378
30,white,1,2018,4054897
35,american_indian,0,2018,176198
35,american_indian,1,2018,155201
35,asian_pacific,0,2018,1689959
35,asian_pacific,1,2018,78333
35,black,0,2018,2855917
35,black,1,2018,244421
35,white,0,2018,12362731
35,white,1,2018,4000827
40,american_indian,0,2018,157180
40,american_indian,1,2018,137025
40,asian_pacific,0,2018,1543560
40,asian_pacific,1,2018,67606
40,black,0,2018,2558636
40,black,1,2018,207132
40,white,0,2018,11346595
40,white,1,2018,3696567
45,american_indian,0,2018,161083
45,american_indian,1,2018,122838
45,asian_pacific,0,2018,1489208
45,asian_pacific,1,2018,58263
45,black,0,2018,2647910
45,black,1,2018,175721
45,white,0,2018,12688017
45,white,1,2018,3404095
50,american_indian,0,2018,165301
50,american_indian,1,2018,104330
50,asian_pacific,0,2018,1270321
50,asian_pacific,1,2018,48401
50,black,0,2018,2639326
50,black,1,2018,153114
50,white,0,2018,13544968
50,white,1,2018,2958803
55,american_indian,0,2018,174263
55,american_indian,1,2018,87599
55,asian_pacific,0,2018,1174022
55,asian_pacific,1,2018,40690
55,black,0,2018,2653390
55,black,1,2018,128073
55,white,0,2018,15189511
55,white,1,2018,2493437
60,american_indian,0,2018,153173
60,american_indian,1,2018,65334
60,asian_pacific,0,2018,1054279
60,asian_pacific,1,2018,30168
60,black,0,2018,2320833
60,black,1,2018,100350
60,white,0,2018,14662732
60,white,1,2018,1944782
65,american_indian,0,2018,118248
65,american_indian,1,2018,43015
65,asian_pacific,0,2018,873999
65,asian_pacific,1,2018,20787
65,black,0,2018,1781906
65,black,1,2018,71215
65,white,0,2018,12746710
65,white,1,2018,1431013
70,american_indian,0,2018,84245
70,american_indian,1,2018,27687
70,asian_pacific,0,2018,634768
70,asian_pacific,1,2018,13792
70,black,0,2018,1224760
70,black,1,2018,48282
70,white,0,2018,10344996
70,white,1,2018,1026893
75,american_indian,0,2018,53254
75,american_indian,1,2018,16212
75,asian_pacific,0,2018,426521
75,asian_pacific,1,2018,8624
75,black,0,2018,808598
75,black,1,2018,31229
75,white,0,2018,7237918
75,white,1,2018,684710
80,american_indian,0,2018,31766
80,american_indian,1,2018,9759
80,asian_pacific,0,2018,282301
80,asian_pacific,1,2018,5399
80,black,0,2018,521357
80,black,1,2018,20160
80,white,0,2018,4796285
80,white,1,2018,460281
85,american_indian,0,2018,28950
85,american_indian,1,2018,9089
85,asian_pacific,0,2018,285572
85,asian_pacific,1,2018,4798
85,black,0,2018,507505
85,black,1,2018,18545
85,white,0,2018,5223448
85,white,1,2018,466596
