age,race,hispanic,year,pop_est
65,black,1,2005,29654
65,white,0,2005,8092550
65,white,1,2005,696860
70,american_indian,0,2005,42491
70,american_indian,1,2005,8888
70,asian_pacific,0,2005,294770
70,asian_pacific,1,2005,5238
70,black,0,2005,773574
70,black,1,2005,21212
70,white,0,2005,6920367
70,white,1,2005,536530
75,american_indian,0,2005,29090
75,american_indian,1,2005,6292
75,asian_pacific,0,2005,218835
75,asian_pacific,1,2005,3660
75,black,0,2005,591183
75,black,1,2005,15046
75,white,0,2005,6192353
75,white,1,2005,407150
80,american_indian,0,2005,18159
80,american_indian,1,2005,3719
80,asian_pacific,0,2005,139910
80,asian_pacific,1,2005,2172
80,black,0,2005,393050
80,black,1,2005,9231
80,white,0,2005,4789281
80,white,1,2005,255671
85,american_indian,0,2005,13575
85,american_indian,1,2005,2582
85,asian_pacific,0,2005,101063
85,asian_pacific,1,2005,1685
85,black,0,2005,321875
85,black,1,2005,7106
85,white,0,2005,4063695
85,white,1,2005,181718
0,american_indian,0,2006,200623
0,american_indian,1,2006,122539
0,asian_pacific,0,2006,992352
0,asian_pacific,1,2006,84611
0,black,0,2006,2929913
0,black,1,2006,259195
0,white,0,2006,11077105
0,white,1,2006,4272545
5,american_indian,0,2006,196427
5,american_indian,1,2006,114483
5,asian_pacific,0,2006,918499
5,asian_pacific,1,2006,69488
5,black,0,2006,2977463
5,black,1,2006,219801
5,white,0,2006,11375416
5,white,1,2006,3673111
10,american_indian,0,2006,222833
10,american_indian,1,2006,122745
10,asian_pacific,0,2006,936136
10,asian_pacific,1,2006,65606
10,black,0,2006,3332448
10,black,1,2006,217622
10,white,0,2006,12412030
10,white,1,2006,3723718
15,american_indian,0,2006,239816
15,american_indian,1,2006,124208
15,asian_pacific,0,2006,986527
15,asian_pacific,1,2006,62547
15,black,0,2006,3419546
15,black,1,2006,202904
15,white,0,2006,13216086
15,white,1,2006,3556075
20,american_indian,0,2006,207207
20,american_indian,1,2006,118142
20,asian_pacific,0,2006,1132895
20,asian_pacific,1,2006,61326
20,black,0,2006,2968053
20,black,1,2006,192295
20,white,0,2006,12756737
20,white,1,2006,3599480
25,american_indian,0,2006,170177
25,american_indian,1,2006,113641
25,asian_pacific,0,2006,1279272
25,asian_pacific,1,2006,61761
25,black,0,2006,2667163
25,black,1,2006,200315
25,white,0,2006,11969778
25,white,1,2006,3647904
30,american_indian,0,2006,158397
30,american_indian,1,2006,104408
30,asian_pacific,0,2006,1308169
30,asian_pacific,1,2006,53346
30,black,0,2006,2492161
30,black,1,2006,171705
30,white,0,2006,11538341
30,white,1,2006,3458641
35,american_indian,0,2006,166269
35,american_indian,1,2006,95281
35,asian_pacific,0,2006,1232617
35,asian_pacific,1,2006,46381
35,black,0,2006,2649973
35,black,1,2006,151190
35,white,0,2006,13426357
35,white,1,2006,3173165
40,american_indian,0,2006,183297
40,american_indian,1,2006,83433
40,asian_pacific,0,2006,1123396
40,asian_pacific,1,2006,40442
40,black,0,2006,2818934
40,black,1,2006,132455
40,white,0,2006,15086679
40,white,1,2006,2833932
45,american_indian,0,2006,184135
45,american_indian,1,2006,67382
45,asian_pacific,0,2006,1033719
45,asian_pacific,1,2006,32805
45,black,0,2006,2754888
45,black,1,2006,110549
45,white,0,2006,16195698
45,white,1,2006,2336110
50,american_indian,0,2006,158982
50,american_indian,1,2006,50765
50,asian_pacific,0,2006,918160
50,asian_pacific,1,2006,24833
50,black,0,2006,2357414
50,black,1,2006,87725
50,white,0,2006,15169492
50,white,1,2006,1803502
55,american_indian,0,2006,131244
55,american_indian,1,2006,34331
55,asian_pacific,0,2006,774807
55,asian_pacific,1,2006,17810
55,black,0,2006,1927399
55,black,1,2006,63535
55,white,0,2006,14055337
55,white,1,2006,1392397
60,american_indian,0,2006,88068
60,american_indian,1,2006,20984
60,asian_pacific,0,2006,532781
60,asian_pacific,1,2006,11114
60,black,0,2006,1297182
60,black,1,2006,41369
60,white,0,2006,10576553
60,white,1,2006,965202
65,american_indian,0,2006,63503
65,american_indian,1,2006,13947
65,asian_pacific,0,2006,411351
65,asian_pacific,1,2006,7987
65,black,0,2006,1011322
65,black,1,2006,31085
65,white,0,2006,8289152
65,white,1,2006,724854
70,american_indian,0,2006,44262
70,american_indian,1,2006,9715
70,asian_pacific,0,2006,309644
70,asian_pacific,1,2006,5632
70,black,0,2006,792442
70,black,1,2006,22584
70,white,0,2006,6909652
70,white,1,2006,555895
75,american_indian,0,2006,29675
75,american_indian,1,2006,6944
75,asian_pacific,0,2006,228403
75,asian_pacific,1,2006,3937
75,black,0,2006,590630
75,black,1,2006,15830
75,white,0,2006,6148041
75,white,1,2006,423574
80,american_indian,0,2006,18713
80,american_indian,1,2006,4076
80,asian_pacific,0,2006,148203
80,asian_pacific,1,2006,2440
80,black,0,2006,401994
80,black,1,2006,9791
80,white,0,2006,4792233
80,white,1,2006,270667
85,american_indian,0,2006,14092
85,american_indian,1,2006,2939
85,asian_pacific,0,2006,109065
85,asian_pacific,1,2006,1789
85,black,0,2006,330570
85,black,1,2006,7662
85,white,0,2006,4205709
85,white,1,2006,194103
0,american_indian,0,2007,203681
0,american_indian,1,2007,137507
0,asian_pacific,0,2007,1016944
0,asian_pacific,1,2007,92531
0,black,0,2007,2971153
0,black,1,2007,288210
0,white,0,2007,11035409
0,white,1,2007,4380527
5,american_indian,0,2007,198481
5,american_indian,1,2007,126097
5,asian_pacific,0,2007,952278
5,asian_pacific,1,2007,73460
5,black,0,2007,2989012
5,black,1,2007,228186
5,white,0,2007,11323999
5,white,1,2007,3823098
10,american_indian,0,2007,217066
10,american_indian,1,2007,132027
10,asian_pacific,0,2007,957439
10,asian_pacific,1,2007,69726
10,black,0,2007,3267405
10,black,1,2007,226311
10,white,0,2007,12178125
10,white,1,2007,3792943
15,american_indian,0,2007,241490
15,american_indian,1,2007,133773
15,asian_pacific,0,2007,1019288
15,asian_pacific,1,2007,68242
15,black,0,2007,3498479
15,black,1,2007,218194
15,white,0,2007,13182621
15,white,1,2007,3705729
20,american_indian,0,2007,207238
20,american_indian,1,2007,128296
20,asian_pacific,0,2007,1147864
20,asian_pacific,1,2007,65533
20,black,0,2007,2984522
20,black,1,2007,202332
20,white,0,2007,12712002
20,white,1,2007,3630212
25,american_indian,0,2007,174109
25,american_indian,1,2007,124573
25,asian_pacific,0,2007,1315925
25,asian_pacific,1,2007,66179
25,black,0,2007,2729709
25,black,1,2007,210278
25,white,0,2007,12192876
25,white,1,2007,3729049
30,american_indian,0,2007,158599
30,american_indian,1,2007,114370
30,asian_pacific,0,2007,1317106
30,asian_pacific,1,2007,57455
30,black,0,2007,2479253
30,black,1,2007,180418
30,white,0,2007,11340965
30,white,1,2007,3522599
35,american_indian,0,2007,166553
35,american_indian,1,2007,103675
35,asian_pacific,0,2007,1296669
35,asian_pacific,1,2007,50047
35,black,0,2007,2667370
35,black,1,2007,158170
35,white,0,2007,13240456
35,white,1,2007,3280951
40,american_indian,0,2007,178769
40,american_indian,1,2007,90891
40,asian_pacific,0,2007,1148094
40,asian_pacific,1,2007,42983
40,black,0,2007,2776920
40,black,1,2007,138376
40,white,0,2007,14549932
40,white,1,2007,2906374
45,american_indian,0,2007,185818
45,american_indian,1,2007,74543
45,asian_pacific,0,2007,1062998
45,asian_pacific,1,2007,35801
45,black,0,2007,2781060
45,black,1,2007,116698
45,white,0,2007,16095666
45,white,1,2007,2447177
50,american_indian,0,2007,164688
50,american_indian,1,2007,57130
50,asian_pacific,0,2007,958044
50,asian_pacific,1,2007,27136
50,black,0,2007,2459788
50,black,1,2007,94149
50,white,0,2007,15465471
50,white,1,2007,1913772
55,american_indian,0,2007,133356
55,american_indian,1,2007,38246
55,asian_pacific,0,2007,811723
55,asian_pacific,1,2007,19390
55,black,0,2007,1997806
55,black,1,2007,67565
55,white,0,2007,13928933
55,white,1,2007,1457753
60,american_indian,0,2007,95761
60,american_indian,1,2007,24529
60,asian_pacific,0,2007,578510
60,asian_pacific,1,2007,12581
60,black,0,2007,1388855
60,black,1,2007,45692
60,white,0,2007,11485358
60,white,1,2007,1042376
65,american_indian,0,2007,66569
65,american_indian,1,2007,15429
65,asian_pacific,0,2007,435008
65,asian_pacific,1,2007,8643
65,black,0,2007,1043127
65,black,1,2007,32582
65,white,0,2007,8611583
65,white,1,2007,757294
70,american_indian,0,2007,45777
70,american_indian,1,2007,10835
70,asian_pacific,0,2007,325818
70,asian_pacific,1,2007,6130
70,black,0,2007,805200
70,black,1,2007,24009
70,white,0,2007,6933802
70,white,1,2007,576921
75,american_indian,0,2007,30657
75,american_indian,1,2007,7552
75,asian_pacific,0,2007,237257
75,asian_pacific,1,2007,4267
75,black,0,2007,593682
75,black,1,2007,16595
75,white,0,2007,6071628
75,white,1,2007,438725
80,american_indian,0,2007,19241
80,american_indian,1,2007,4597
80,asian_pacific,0,2007,155732
80,asian_pacific,1,2007,2584
80,black,0,2007,408769
80,black,1,2007,10431
80,white,0,2007,4801238
80,white,1,2007,284484
85,american_indian,0,2007,14680
85,american_indian,1,2007,3295
85,asian_pacific,0,2007,118004
85,asian_pacific,1,2007,1984
85,black,0,2007,342589
85,black,1,2007,8213
85,white,0,2007,4342357
85,white,1,2007,208423
0,american_indian,0,2008,207089
0,american_indian,1,2008,154531
0,asian_pacific,0,2008,1040426
0,asian_pacific,1,2008,99131
0,black,0,2008,3023617
0,black,1,2008,312171
0,white,0,2008,10967921
0,white,1,2008,4466241
5,american_indian,0,2008,200938
5,american_indian,1,2008,140882
5,asian_pacific,0,2008,994769
5,asian_pacific,1,2008,78811
5,black,0,2008,2992104
5,black,1,2008,238832
5,white,0,2008,11301597
5,white,1,2008,3981669
10,american_indian,0,2008,214029
10,american_indian,1,2008,141541
10,asian_pacific,0,2008,977581
10,asian_pacific,1,2008,74241
10,black,0,2008,3208786
10,black,1,2008,235441
10,white,0,2008,11990830
10,white,1,2008,3864206
15,american_indian,0,2008,239817
15,american_indian,1,2008,144295
15,asian_pacific,0,2008,1047315
15,asian_pacific,1,2008,73923
15,black,0,2008,3552071
15,black,1,2008,233570
15,white,0,2008,13076705
15,white,1,2008,3843184
20,american_indian,0,2008,206157
20,american_indian,1,2008,138669
20,asian_pacific,0,2008,1174050
20,asian_pacific,1,2008,70700
20,black,0,2008,3017848
20,black,1,2008,215584
20,white,0,2008,12674291
20,white,1,2008,3683313
25,american_indian,0,2008,179789
25,american_indian,1,2008,135952
25,asian_pacific,0,2008,1343249
25,asian_pacific,1,2008,70525
25,black,0,2008,2781337
25,black,1,2008,218596
25,white,0,2008,12377523
25,white,1,2008,3795697
30,american_indian,0,2008,160010
30,american_indian,1,2008,124438
30,asian_pacific,0,2008,1324126
30,asian_pacific,1,2008,61956
30,black,0,2008,2495935
30,black,1,2008,190337
30,white,0,2008,11362841
30,white,1,2008,3585162
35,american_indian,0,2008,166433
35,american_indian,1,2008,112819
35,asian_pacific,0,2008,1344305
35,asian_pacific,1,2008,53656
35,black,0,2008,2665824
35,black,1,2008,164554
35,white,0,2008,12937221
35,white,1,2008,3372651
40,american_indian,0,2008,174200
40,american_indian,1,2008,98503
40,asian_pacific,0,2008,1174176
40,asian_pacific,1,2008,46007
40,black,0,2008,2732720
40,black,1,2008,143921
40,white,0,2008,14017340
40,white,1,2008,2988156
45,american_indian,0,2008,186718
45,american_indian,1,2008,82278
45,asian_pacific,0,2008,1100710
45,asian_pacific,1,2008,38777
45,black,0,2008,2804319
45,black,1,2008,124216
45,white,0,2008,15925481
45,white,1,2008,2558474
50,american_indian,0,2008,169828
50,american_indian,1,2008,63952
50,asian_pacific,0,2008,997473
50,asian_pacific,1,2008,29792
50,black,0,2008,2552612
50,black,1,2008,100395
50,white,0,2008,15705600
50,white,1,2008,2019822
55,american_indian,0,2008,136858
55,american_indian,1,2008,42983
55,asian_pacific,0,2008,847729
55,asian_pacific,1,2008,21063
55,black,0,2008,2069104
55,black,1,2008,72265
55,white,0,2008,14092292
55,white,1,2008,1532274
60,american_indian,0,2008,101732
60,american_indian,1,2008,28102
60,asian_pacific,0,2008,631009
60,asian_pacific,1,2008,14191
60,black,0,2008,1476775
60,black,1,2008,49652
60,white,0,2008,11924616
60,white,1,2008,1116418
65,american_indian,0,2008,70412
65,american_indian,1,2008,17402
65,asian_pacific,0,2008,458061
65,asian_pacific,1,2008,9452
65,black,0,2008,1087374
65,black,1,2008,34754
65,white,0,2008,9119712
65,white,1,2008,797180
70,american_indian,0,2008,47779
70,american_indian,1,2008,12038
70,asian_pacific,0,2008,342311
70,asian_pacific,1,2008,6699
70,black,0,2008,820009
70,black,1,2008,25549
70,white,0,2008,7053249
70,white,1,2008,603698
75,american_indian,0,2008,31628
75,american_indian,1,2008,8253
75,asian_pacific,0,2008,247696
75,asian_pacific,1,2008,4565
75,black,0,2008,601173
75,black,1,2008,17453
75,white,0,2008,5984242
75,white,1,2008,450733
80,american_indian,0,2008,19803
80,american_indian,1,2008,5099
80,asian_pacific,0,2008,163743
80,asian_pacific,1,2008,2845
80,black,0,2008,414255
80,black,1,2008,11158
80,white,0,2008,4813177
80,white,1,2008,300279
85,american_indian,0,2008,15250
85,american_indian,1,2008,3722
85,asian_pacific,0,2008,127452
85,asian_pacific,1,2008,2184
85,black,0,2008,355870
85,black,1,2008,8778
85,white,0,2008,4459159
85,white,1,2008,223425
0,american_indian,0,2009,208641
0,american_indian,1,2009,172088
0,asian_pacific,0,2009,1050706
0,asian_pacific,1,2009,104057
0,black,0,2009,3061222
0,black,1,2009,326086
0,white,0,2009,10823131
0,white,1,2009,4498587
5,american_indian,0,2009,203947
5,american_indian,1,2009,156811
5,asian_pacific,0,2009,1039380
5,asian_pacific,1,2009,85695
5,black,0,2009,3006755
5,black,1,2009,256249
5,white,0,2009,11289503
5,white,1,2009,4144159
10,american_indian,0,2009,212699
10,american_indian,1,2009,151711
10,asian_pacific,0,2009,996942
10,asian_pacific,1,2009,79532
10,black,0,2009,3166285
10,black,1,2009,245345
10,white,0,2009,11865427
10,white,1,2009,3942623
15,american_indian,0,2009,236072
15,american_indian,1,2009,155193
15,asian_pacific,0,2009,1071494
15,asian_pacific,1,2009,79693
15,black,0,2009,3557140
15,black,1,2009,248534
15,white,0,2009,12881088
15,white,1,2009,3963596
20,american_indian,0,2009,205783
20,american_indian,1,2009,148745
20,asian_pacific,0,2009,1206065
20,asian_pacific,1,2009,76609
20,black,0,2009,3076698
20,black,1,2009,231190
20,white,0,2009,12682067
20,white,1,2009,3756965
25,american_indian,0,2009,183401
25,american_indian,1,2009,147206
25,asian_pacific,0,2009,1355395
25,asian_pacific,1,2009,74618
25,black,0,2009,2800805
25,black,1,2009,225663
25,white,0,2009,12454023
25,white,1,2009,3837117
30,american_indian,0,2009,163720
30,american_indian,1,2009,134976
30,asian_pacific,0,2009,1338629
30,asian_pacific,1,2009,66970
30,black,0,2009,2563254
30,black,1,2009,201651
30,white,0,2009,11529602
30,white,1,2009,3646312
35,american_indian,0,2009,165170
35,american_indian,1,2009,121979
35,asian_pacific,0,2009,1377120
35,asian_pacific,1,2009,57410
35,black,0,2009,2647306
35,black,1,2009,170429
35,white,0,2009,12516659
35,white,1,2009,3451723
40,american_indian,0,2009,169574
40,american_indian,1,2009,105886
40,asian_pacific,0,2009,1207526
40,asian_pacific,1,2009,48987
40,black,0,2009,2676722
40,black,1,2009,148790
40,white,0,2009,13568761
40,white,1,2009,3053769
45,american_indian,0,2009,188031
45,american_indian,1,2009,90891
45,asian_pacific,0,2009,1142184
45,asian_pacific,1,2009,41865
45,black,0,2009,2827199
45,black,1,2009,131826
45,white,0,2009,15764662
45,white,1,2009,2675587
50,american_indian,0,2009,173413
50,american_indian,1,2009,71186
50,asian_pacific,0,2009,1030463
50,asian_pacific,1,2009,32544
50,black,0,2009,2629042
50,black,1,2009,106454
50,white,0,2009,15835973
50,white,1,2009,2125768
55,american_indian,0,2009,141199
55,american_indian,1,2009,48302
55,asian_pacific,0,2009,880922
55,asian_pacific,1,2009,23066
55,black,0,2009,2146187
55,black,1,2009,77403
55,white,0,2009,14348379
55,white,1,2009,1615145
60,american_indian,0,2009,107759
60,american_indian,1,2009,32108
60,asian_pacific,0,2009,685417
60,asian_pacific,1,2009,15872
60,black,0,2009,1584291
60,black,1,2009,54379
60,white,0,2009,12452894
60,white,1,2009,1192277
65,american_indian,0,2009,73779
65,american_indian,1,2009,19720
65,asian_pacific,0,2009,485353
65,asian_pacific,1,2009,10397
65,black,0,2009,1131014
65,black,1,2009,36860
65,white,0,2009,9494030
65,white,1,2009,841224
70,american_indian,0,2009,50093
70,american_indian,1,2009,13303
70,asian_pacific,0,2009,360178
70,asian_pacific,1,2009,7277
70,black,0,2009,834608
70,black,1,2009,27064
70,white,0,2009,7217009
70,white,1,2009,631190
75,american_indian,0,2009,32573
75,american_indian,1,2009,8974
75,asian_pacific,0,2009,257728
75,asian_pacific,1,2009,4915
75,black,0,2009,607582
75,black,1,2009,18334
75,white,0,2009,5901346
75,white,1,2009,463612
80,american_indian,0,2009,20261
80,american_indian,1,2009,5752
80,asian_pacific,0,2009,171212
80,asian_pacific,1,2009,3133
80,black,0,2009,418182
80,black,1,2009,11910
80,white,0,2009,4781508
80,white,1,2009,315753
85,american_indian,0,2009,16036
85,american_indian,1,2009,4233
85,asian_pacific,0,2009,137281
85,asian_pacific,1,2009,2396
85,black,0,2009,370523
85,black,1,2009,9468
85,white,0,2009,4587017
85,white,1,2009,240347
0,american_indian,0,2010,208069
0,american_indian,1,2010,184015
0,asian_pacific,0,2010,1054873
0,asian_pacific,1,2010,106787
0,black,0,2010,3078199
0,black,1,2010,327279
0,white,0,2010,10720170
0,white,1,2010,4509423
5,american_indian,0,2010,206274
5,american_indian,1,2010,171436
5,asian_pacific,0,2010,1075435
5,asian_pacific,1,2010,92630
5,black,0,2010,3013578
5,black,1,2010,280475
5,white,0,2010,11225612
5,white,1,2010,4265789
10,american_indian,0,2010,212420
10,american_indian,1,2010,160219
10,asian_pacific,0,2010,1020767
10,asian_pacific,1,2010,84206
10,black,0,2010,3148440
10,black,1,2010,256073
10,white,0,2010,11756675
10,white,1,2010,4041842
15,american_indian,0,2010,229420
15,american_indian,1,2010,162374
15,asian_pacific,0,2010,1088520
15,asian_pacific,1,2010,84130
15,black,0,2010,3505447
15,black,1,2010,257432
15,white,0,2010,12615902
15,white,1,2010,4037992
20,american_indian,0,2010,207598
20,american_indian,1,2010,157446
20,asian_pacific,0,2010,1244618
20,asian_pacific,1,2010,82416
20,black,0,2010,3175530
20,black,1,2010,248380
20,white,0,2010,12729638
20,white,1,2010,3855855
25,american_indian,0,2010,185286
25,american_indian,1,2010,155416
25,asian_pacific,0,2010,1364804
25,asian_pacific,1,2010,77743
25,black,0,2010,2803582
25,black,1,2010,231024
25,white,0,2010,12475893
25,white,1,2010,3849414
30,american_indian,0,2010,168737
30,american_indian,1,2010,144421
30,asian_pacific,0,2010,1356405
30,asian_pacific,1,2010,71716
30,black,0,2010,2649327
30,black,1,2010,212475
30,white,0,2010,11749454
30,white,1,2010,3715933
35,american_indian,0,2010,162574
35,american_indian,1,2010,129327
35,asian_pacific,0,2010,1397919
35,asian_pacific,1,2010,60447
35,black,0,2010,2602949
35,black,1,2010,175523
35,white,0,2010,12043363
35,white,1,2010,3505778
40,american_indian,0,2010,167313
40,american_indian,1,2010,113044
40,asian_pacific,0,2010,1256829
40,asian_pacific,1,2010,52481
40,black,0,2010,2659847
40,black,1,2010,155447
40,white,0,2010,13356351
40,white,1,2010,3142480
45,american_indian,0,2010,185762
45,american_indian,1,2010,97917
45,asian_pacific,0,2010,1166173
45,asian_pacific,1,2010,44416
45,black,0,2010,2820869
45,black,1,2010,137823
45,white,0,2010,15420198
45,white,1,2010,2762295
50,american_indian,0,2010,177470
50,american_indian,1,2010,78082
50,asian_pacific,0,2010,1064878
50,asian_pacific,1,2010,35428
50,black,0,2010,2703190
50,black,1,2010,112789
50,white,0,2010,15936734
50,white,1,2010,2243310
55,american_indian,0,2010,145664
55,american_indian,1,2010,53819
55,asian_pacific,0,2010,912830
55,asian_pacific,1,2010,25069
55,black,0,2010,2222623
55,black,1,2010,82828
55,white,0,2010,14646648
55,white,1,2010,1704492
60,american_indian,0,2010,114598
60,american_indian,1,2010,36168
60,asian_pacific,0,2010,747524
60,asian_pacific,1,2010,17701
60,black,0,2010,1709618
60,black,1,2010,60097
60,white,0,2010,13023864
60,white,1,2010,1279740
65,american_indian,0,2010,76685
65,american_indian,1,2010,22175
65,asian_pacific,0,2010,512405
65,asian_pacific,1,2010,11334
65,black,0,2010,1169426
65,black,1,2010,39254
65,white,0,2010,9801580
65,white,1,2010,887913
70,american_indian,0,2010,52329
70,american_indian,1,2010,14544
70,asian_pacific,0,2010,380537
70,asian_pacific,1,2010,7972
70,black,0,2010,856015
70,black,1,2010,28597
70,white,0,2010,7339806
70,white,1,2010,656293
75,american_indian,0,2010,33810
75,american_indian,1,2010,9706
75,asian_pacific,0,2010,268351
75,asian_pacific,1,2010,5323
75,black,0,2010,619441
75,black,1,2010,19442
75,white,0,2010,5883180
75,white,1,2010,480549
80,american_indian,0,2010,21024
80,american_indian,1,2010,6266
80,asian_pacific,0,2010,181017
80,asian_pacific,1,2010,3356
80,black,0,2010,426401
80,black,1,2010,12798
80,white,0,2010,4774147
80,white,1,2010,334198
85,american_indian,0,2010,16899
85,american_indian,1,2010,4795
85,asian_pacific,0,2010,148471
85,asian_pacific,1,2010,2659
85,black,0,2010,387732
85,black,1,2010,10205
85,white,0,2010,4712897
85,white,1,2010,259250
0,american_indian,0,2011,207086
0,american_indian,1,2011,182242
0,asian_pacific,0,2011,1059317
0,asian_pacific,1,2011,108021
0,black,0,2011,3078439
0,black,1,2011,330848
0,white,0,2011,10616942
0,white,1,2011,4540208
5,american_indian,0,2011,205994
5,american_indian,1,2011,175089
5,asian_pacific,0,2011,1093915
5,asian_pacific,1,2011,95533
5,black,0,2011,3009085
5,black,1,2011,290041
5,white,0,2011,11121620
5,white,1,2011,4341241
10,american_indian,0,2011,211724
10,american_indian,1,2011,162248
10,asian_pacific,0,2011,1047116
10,asian_pacific,1,2011,85706
10,black,0,2011,3151840
10,black,1,2011,263252
10,white,0,2011,11678164
10,white,1,2011,4112960
15,american_indian,0,2011,224246
15,american_indian,1,2011,161307
15,asian_pacific,0,2011,1091375
15,asian_pacific,1,2011,82937
15,black,0,2011,3418370
15,black,1,2011,255286
15,white,0,2011,12362718
15,white,1,2011,4062840
20,american_indian,0,2011,215457
20,american_indian,1,2011,159799
20,asian_pacific,0,2011,1297661
20,asian_pacific,1,2011,84818
20,black,0,2011,3329305
20,black,1,2011,257670
20,white,0,2011,12872399
20,white,1,2011,3943067
25,american_indian,0,2011,187357
25,american_indian,1,2011,156576
25,asian_pacific,0,2011,1406928
25,asian_pacific,1,2011,78327
25,black,0,2011,2839943
25,black,1,2011,235397
25,white,0,2011,12506837
25,white,1,2011,3870673
30,american_indian,0,2011,172348
30,american_indian,1,2011,147963
30,asian_pacific,0,2011,1398305
30,asian_pacific,1,2011,73807
30,black,0,2011,2717497
30,black,1,2011,220445
30,white,0,2011,12004918
30,white,1,2011,3780587
35,american_indian,0,2011,159444
35,american_indian,1,2011,131500
35,asian_pacific,0,2011,1414722
35,asian_pacific,1,2011,62090
35,black,0,2011,2544196
35,black,1,2011,182195
35,white,0,2011,11560987
35,white,1,2011,3545889
40,american_indian,0,2011,166925
40,american_indian,1,2011,116876
40,asian_pacific,0,2011,1313594
40,asian_pacific,1,2011,54624
40,black,0,2011,2671316
40,black,1,2011,160680
40,white,0,2011,13319498
40,white,1,2011,3234900
45,american_indian,0,2011,181403
45,american_indian,1,2011,100981
45,asian_pacific,0,2011,1193788
45,asian_pacific,1,2011,45878
45,black,0,2011,2791890
45,black,1,2011,142917
45,white,0,2011,14864133
45,white,1,2011,2843885
50,american_indian,0,2011,180211
50,american_indian,1,2011,81712
50,asian_pacific,0,2011,1084921
50,asian_pacific,1,2011,37138
50,black,0,2011,2737763
50,black,1,2011,117824
50,white,0,2011,15986768
50,white,1,2011,2339617
55,american_indian,0,2011,151168
55,american_indian,1,2011,58221
55,asian_pacific,0,2011,956001
55,asian_pacific,1,2011,27080
55,black,0,2011,2299236
55,black,1,2011,88659
55,white,0,2011,14877872
55,white,1,2011,1799797
60,american_indian,0,2011,121683
60,american_indian,1,2011,39362
60,asian_pacific,0,2011,795781
60,asian_pacific,1,2011,19161
60,black,0,2011,1828464
60,black,1,2011,64446
60,white,0,2011,13585066
60,white,1,2011,1359004
65,american_indian,0,2011,79734
65,american_indian,1,2011,24166
65,asian_pacific,0,2011,544411
65,asian_pacific,1,2011,12146
65,black,0,2011,1206402
65,black,1,2011,42617
65,white,0,2011,10028961
65,white,1,2011,940873
70,american_indian,0,2011,55079
70,american_indian,1,2011,15429
70,asian_pacific,0,2011,402321
70,asian_pacific,1,2011,8383
70,black,0,2011,879992
70,black,1,2011,29855
70,white,0,2011,7533898
70,white,1,2011,682545
75,american_indian,0,2011,35778
75,american_indian,1,2011,10240
75,asian_pacific,0,2011,283644
75,asian_pacific,1,2011,5636
75,black,0,2011,640324
75,black,1,2011,20646
75,white,0,2011,5892415
75,white,1,2011,498500
80,american_indian,0,2011,21827
80,american_indian,1,2011,6685
80,asian_pacific,0,2011,191770
80,asian_pacific,1,2011,3509
80,black,0,2011,430953
80,black,1,2011,13524
80,white,0,2011,4759740
80,white,1,2011,350417
85,american_indian,0,2011,18115
85,american_indian,1,2011,5238
85,asian_pacific,0,2011,162771
85,asian_pacific,1,2011,2901
85,black,0,2011,403825
85,black,1,2011,11086
85,white,0,2011,4813238
85,white,1,2011,283355
0,american_indian,0,2012,205375
0,american_indian,1,2012,181241
0,asian_pacific,0,2012,1066363
0,asian_pacific,1,2012,108499
0,black,0,2012,3058295
0,black,1,2012,333020
0,white,0,2012,10503875
0,white,1,2012,4519398
5,american_indian,0,2012,206932
5,american_indian,1,2012,179640
5,asian_pacific,0,2012,1121014
5,asian_pacific,1,2012,99441
5,black,0,2012,3041341
5,black,1,2012,302654
5,white,0,2012,11077117
5,white,1,2012,4439022
10,american_indian,0,2012,210213
10,american_indian,1,2012,164201
10,asian_pacific,0,2012,1068358
10,asian_pacific,1,2012,87275
10,black,0,2012,3134760
10,black,1,2012,269438
10,white,0,2012,11562391
10,white,1,2012,4173451
15,american_indian,0,2012,218187
15,american_indian,1,2012,160180
15,asian_pacific,0,2012,1103667
15,asian_pacific,1,2012,82662
15,black,0,2012,3335141
15,black,1,2012,255383
15,white,0,2012,12147479
15,white,1,2012,4067568
20,american_indian,0,2012,223714
20,american_indian,1,2012,163095
20,asian_pacific,0,2012,1340341
20,asian_pacific,1,2012,86317
20,black,0,2012,3470534
20,black,1,2012,266119
20,white,0,2012,12987685
20,white,1,2012,4049881
25,american_indian,0,2012,190288
25,american_indian,1,2012,156377
25,asian_pacific,0,2012,1440097
25,asian_pacific,1,2012,78964
25,black,0,2012,2888393
25,black,1,2012,238926
25,white,0,2012,12516495
25,white,1,2012,3877641
30,american_indian,0,2012,175034
30,american_indian,1,2012,151404
30,asian_pacific,0,2012,1455414
30,asian_pacific,1,2012,75692
30,black,0,2012,2772003
30,black,1,2012,228061
30,white,0,2012,12207697
30,white,1,2012,3845381
35,american_indian,0,2012,159511
35,american_indian,1,2012,134231
35,asian_pacific,0,2012,1427179
35,asian_pacific,1,2012,64717
35,black,0,2012,2534172
35,black,1,2012,190748
35,white,0,2012,11389726
35,white,1,2012,3594646
40,american_indian,0,2012,166298
40,american_indian,1,2012,120680
40,asian_pacific,0,2012,1380001
40,asian_pacific,1,2012,56550
40,black,0,2012,2681450
40,black,1,2012,165946
40,white,0,2012,13131423
40,white,1,2012,3324983
45,american_indian,0,2012,176323
45,american_indian,1,2012,103116
