"year","race_ethnicity","opioid_type","std_rate","var"
2013,"all_hispanic","opium",0,0
2014,"all_hispanic","opium",0,0
2015,"all_hispanic","opium",0,0
2016,"all_hispanic","opium",0,0
2017,"all_hispanic","opium",0.0018390923819262,3.38226078925898e-06
2018,"all_hispanic","opium",0.00132304461655345,1.75044705739106e-06
1999,"black","opium",0,0
2000,"black","opium",0,0
2001,"black","opium",0,0
2002,"black","opium",0,0
2003,"black","opium",0.00246721450581128,6.08714741768562e-06
2004,"black","opium",0,0
2005,"black","opium",0,0
2006,"black","opium",0,0
2007,"black","opium",0,0
2008,"black","opium",0,0
2009,"black","opium",0,0
2010,"black","opium",0.00212646542472478,4.52185520254996e-06
2011,"black","opium",0,0
2012,"black","opium",0,0
2013,"black","opium",0,0
2014,"black","opium",0,0
2015,"black","opium",0,0
2016,"black","opium",0,0
2017,"black","opium",0,0
2018,"black","opium",0,0
1999,"nh_american_indian","opium",0,0
2000,"nh_american_indian","opium",0,0
2001,"nh_american_indian","opium",0,0
2002,"nh_american_indian","opium",0,0
2003,"nh_american_indian","opium",0,0
2004,"nh_american_indian","opium",0,0
2005,"nh_american_indian","opium",0,0
2006,"nh_american_indian","opium",0,0
2007,"nh_american_indian","opium",0,0
2008,"nh_american_indian","opium",0,0
2009,"nh_american_indian","opium",0,0
2010,"nh_american_indian","opium",0,0
2011,"nh_american_indian","opium",0,0
2012,"nh_american_indian","opium",0,0
2013,"nh_american_indian","opium",0,0
2014,"nh_american_indian","opium",0,0
2015,"nh_american_indian","opium",0,0
2016,"nh_american_indian","opium",0,0
2017,"nh_american_indian","opium",0,0
2018,"nh_american_indian","opium",0,0
1999,"nhb","opium",0,0
2000,"nhb","opium",0,0
2001,"nhb","opium",0,0
2002,"nhb","opium",0,0
2003,"nhb","opium",0.0394229484296909,0.00155416886289007
2004,"nhb","opium",0,0
2005,"nhb","opium",0,0
2006,"nhb","opium",0,0
2007,"nhb","opium",0,0
2008,"nhb","opium",0,0
2009,"nhb","opium",0,0
2010,"nhb","opium",0.0279320968239766,0.000780202032984006
2011,"nhb","opium",0,0
2012,"nhb","opium",0,0
2013,"nhb","opium",0,0
2014,"nhb","opium",0,0
2015,"nhb","opium",0,0
2016,"nhb","opium",0,0
2017,"nhb","opium",0,0
2018,"nhb","opium",0,0
1999,"nhw","opium",0.0103706879867669,2.73997802364756e-05
2000,"nhw","opium",0.00693382921483019,2.78652404937605e-05
2001,"nhw","opium",0.0101270134537966,3.74150129797535e-05
2002,"nhw","opium",0.0139477470254412,0.000108673014091902
2003,"nhw","opium",0.00686517459385411,2.36352781241199e-05
2004,"nhw","opium",0.00309685695880203,9.59052302328054e-06
2005,"nhw","opium",0.00186771855905656,3.48837261584433e-06
2006,"nhw","opium",0.00184689100750968,3.41100639362013e-06
2007,"nhw","opium",0.00722527116659056,1.77831839001186e-05
2008,"nhw","opium",0,0
2009,"nhw","opium",0.00407306615020244,1.6589867863925e-05
2010,"nhw","opium",0.00172409160710425,2.97249186968731e-06
2011,"nhw","opium",0,0
2012,"nhw","opium",0.00421543774422741,9.31969268892035e-06
2013,"nhw","opium",0.00823762849797473,3.00822544925748e-05
2014,"nhw","opium",0,0
2015,"nhw","opium",0.002319818052646,5.38155579738228e-06
2016,"nhw","opium",0.00511400394834529,8.74705077420193e-06
2017,"nhw","opium",0.0134308237950453,2.60750012601552e-05
2018,"nhw","opium",0.00615234256652419,1.26585227284826e-05
1999,"other","opium",0,0
2000,"other","opium",0,0
2001,"other","opium",0,0
2002,"other","opium",0,0
2003,"other","opium",0.00815326571976733,6.6475741897133e-05
2004,"other","opium",0,0
2005,"other","opium",0,0
2006,"other","opium",0,0
2007,"other","opium",0,0
2008,"other","opium",0,0
2009,"other","opium",0,0
2010,"other","opium",0,0
2011,"other","opium",0,0
2012,"other","opium",0,0
2013,"other","opium",0,0
2014,"other","opium",0,0
2015,"other","opium",0,0
2016,"other","opium",0,0
2017,"other","opium",0,0
2018,"other","opium",0,0
1999,"total","opium",0.00140016323936625,4.90233916524673e-07
2000,"total","opium",0.000700504674151271,2.45365908871764e-07
2001,"total","opium",0.00174245576280519,6.07862287331092e-07
2002,"total","opium",0.00102861298511137,3.53043590689004e-07
2003,"total","opium",0.00138187340048382,4.77734334582685e-07
2004,"total","opium",0.000357031448692411,1.27471455355402e-07
2005,"total","opium",0.000317168965473015,1.00596152659223e-07
2006,"total","opium",0.00031602037369084,9.98688765876979e-08
2007,"total","opium",0.00108717787349033,3.95915007284299e-07
2008,"total","opium",0,0
2009,"total","opium",0.000283348840276639,8.02865652861162e-08
2010,"total","opium",0.000611535837600528,1.86988675584168e-07
2011,"total","opium",0,0
2012,"total","opium",0.000572120163732775,1.63796958703146e-07
2013,"total","opium",0.000942235179516204,2.98091703149155e-07
2014,"total","opium",0,0
2015,"total","opium",0.000406270576506631,1.6505578133503e-07
2016,"total","opium",0.000932606670032471,2.91206824797864e-07
2017,"total","opium",0.00231070375577518,6.9986326932353e-07
2018,"total","opium",0.00110071326781105,3.32568166339134e-07
1999,"white","opium",0.0017396288362496,7.56975247877462e-07
2000,"white","opium",0.000858220820773431,3.68544548170823e-07
2001,"white","opium",0.00213314247229807,9.11493529690575e-07
2002,"white","opium",0.00125076891200474,5.22671905472219e-07
2003,"white","opium",0.000842057856269129,3.5516612911084e-07
2004,"white","opium",0.000439889070869817,1.9350239467071e-07
2005,"white","opium",0.00040693916038411,1.65599480254125e-07
2006,"white","opium",0.000406441614446112,1.65194785953562e-07
2007,"white","opium",0.00138504595658712,6.41420751026095e-07
2008,"white","opium",0,0
2009,"white","opium",0.000331521702237594,1.09906639054512e-07
2010,"white","opium",0.000400823011032048,1.60659086172797e-07
2011,"white","opium",0,0
2012,"white","opium",0.000733094887256609,2.69831772270107e-07
2013,"white","opium",0.00118932064338584,4.71736723294832e-07
2014,"white","opium",0,0
2015,"white","opium",0.000527617035119255,2.78379735748034e-07
2016,"white","opium",0.00123498175839284,5.10162732990827e-07
2017,"white","opium",0.00298573873462401,1.1809914661159e-06
2018,"white","opium",0.00142270644154234,5.63337377360861e-07
1999,"all_hispanic","heroin",1.13300920898697,0.00411901395594092
2000,"all_hispanic","heroin",0.875321611260289,0.00291966431781084
2001,"all_hispanic","heroin",0.837056560910252,0.00271249291972388
2002,"all_hispanic","heroin",1.02621651528962,0.00326105703222934
2003,"all_hispanic","heroin",1.02218344943732,0.00316046608747957
2004,"all_hispanic","heroin",0.753028055884342,0.00215257026463257
2005,"all_hispanic","heroin",0.797415510135202,0.00211113326130629
2006,"all_hispanic","heroin",0.816379836976471,0.00216557264042759
2007,"all_hispanic","heroin",0.815928557376461,0.00198733273927215
2008,"all_hispanic","heroin",1.00450652695475,0.00233181635017289
2009,"all_hispanic","heroin",0.99469371887326,0.00225097495770114
2010,"all_hispanic","heroin",0.840840772562667,0.00187456949968616
2011,"all_hispanic","heroin",1.03243096849129,0.00214822465699106
2012,"all_hispanic","heroin",1.29641148207352,0.00265270079035991
2013,"all_hispanic","heroin",1.58418007546619,0.00311872405843561
2014,"all_hispanic","heroin",1.93856639966618,0.00371237434630203
2015,"all_hispanic","heroin",2.33746672108128,0.00433933166186242
2016,"all_hispanic","heroin",2.74711289639408,0.00500828194602616
2017,"all_hispanic","heroin",2.90739901960931,0.00520357102422365
2018,"all_hispanic","heroin",3.03578663192029,0.00533993745159726
1999,"black","heroin",0.815627254115353,0.00248943356826338
2000,"black","heroin",0.872299455664302,0.00258162254197073
2001,"black","heroin",0.743990214408391,0.00216498227572296
2002,"black","heroin",0.897503280885142,0.00256631063116039
2003,"black","heroin",0.756298880934109,0.00210716033658398
2004,"black","heroin",0.610111561569909,0.00167334500756111
2005,"black","heroin",0.76570124910557,0.00207106391387019
2006,"black","heroin",0.715210098044173,0.00188406595010945
2007,"black","heroin",0.745301261411877,0.00194472614217028
2008,"black","heroin",0.758804684381285,0.0019155078520309
2009,"black","heroin",0.865381152509344,0.0021539391293022
2010,"black","heroin",0.731416934946513,0.00178890369619894
2011,"black","heroin",0.941569745508276,0.00227271030189784
2012,"black","heroin",1.261634394046,0.00302292266201883
2013,"black","heroin",1.96423490128078,0.00459891045414902
2014,"black","heroin",2.44183700591193,0.0057095133458469
2015,"black","heroin",3.02855280345708,0.00701258501104696
2016,"black","heroin",4.36163818258293,0.00998509259695865
2017,"black","heroin",4.76316691480418,0.0107065062067472
2018,"black","heroin",4.74221601173934,0.0105492108620867
1999,"nh_american_indian","heroin",0.726195615345981,0.0311922488327117
2000,"nh_american_indian","heroin",0.676940286347983,0.0307632174961815
2001,"nh_american_indian","heroin",0.464695356720075,0.0197069435651292
2002,"nh_american_indian","heroin",0.482230205660095,0.0211834888449969
2003,"nh_american_indian","heroin",0.650651022691345,0.028385934987628
2004,"nh_american_indian","heroin",0.686715897018812,0.0296701224273521
2005,"nh_american_indian","heroin",0.413807545318354,0.0174212505289998
2006,"nh_american_indian","heroin",0.616362064131198,0.0258080021232606
2007,"nh_american_indian","heroin",0.901705507717032,0.0358837300654436
2008,"nh_american_indian","heroin",0.717924164501921,0.0290814407357977
2009,"nh_american_indian","heroin",1.28457579226708,0.056381328358057
2010,"nh_american_indian","heroin",1.12984924402812,0.0466476166236035
2011,"nh_american_indian","heroin",1.75308341928575,0.0722399318029364
2012,"nh_american_indian","heroin",1.76553738812743,0.0691959716100222
2013,"nh_american_indian","heroin",2.68177022739708,0.106799597754387
2014,"nh_american_indian","heroin",3.69453452897346,0.148385919642179
2015,"nh_american_indian","heroin",4.45242847212092,0.175791704825818
2016,"nh_american_indian","heroin",4.98586650666757,0.199460471743817
2017,"nh_american_indian","heroin",5.19351490626222,0.208561039087909
2018,"nh_american_indian","heroin",5.09422329207751,0.204020493095576
1999,"nhb","heroin",24.4247503162618,2.4097425889806
2000,"nhb","heroin",25.5759867778733,2.39248927555746
2001,"nhb","heroin",21.5723709376238,1.94609046528283
2002,"nhb","heroin",24.8041405784272,2.11147084062282
2003,"nhb","heroin",19.9570442430108,1.56537951691404
2004,"nhb","heroin",15.858880272385,1.22423705321171
2005,"nhb","heroin",19.0915690158416,1.40966132679573
2006,"nhb","heroin",17.307920561673,1.18045865062276
2007,"nhb","heroin",17.0973058702157,1.1123380086315
2008,"nhb","heroin",17.5331825201459,1.09117914942057
2009,"nhb","heroin",18.9531290184538,1.10556107277861
2010,"nhb","heroin",15.3736966782785,0.845848322470244
2011,"nhb","heroin",18.8750422830612,0.975985086980477
2012,"nhb","heroin",24.082442350873,1.17246883197042
2013,"nhb","heroin",37.7849668799476,1.82401630957232
2014,"nhb","heroin",45.0488336015033,2.07977127038293
2015,"nhb","heroin",53.7248181918367,2.32204838115387
2016,"nhb","heroin",75.7679781629419,3.1839823364796
2017,"nhb","heroin",82.7651184963443,3.36510408258677
2018,"nhb","heroin",79.9958445684373,3.1354139820734
1999,"nhw","heroin",4.62654364627153,0.0183253324319453
2000,"nhw","heroin",3.98896447481239,0.0142708061401007
2001,"nhw","heroin",3.81137334489174,0.0130538922034471
2002,"nhw","heroin",4.21739550676279,0.0137266354625422
2003,"nhw","heroin",4.15789045082785,0.0131835872454382
2004,"nhw","heroin",3.68601504241959,0.0109251993769979
2005,"nhw","heroin",3.65196065853172,0.0103824385228838
2006,"nhw","heroin",3.6795985637156,0.00993282353211131
2007,"nhw","heroin",4.24673251412771,0.0111727912814409
2008,"nhw","heroin",5.26350534263904,0.0130872285247515
2009,"nhw","heroin",5.44034864808266,0.0129285735089928
2010,"nhw","heroin",4.9290524694155,0.0111062852041447
2011,"nhw","heroin",7.14263957428162,0.0156395399708907
2012,"nhw","heroin",9.56064287451171,0.0204798567655514
2013,"nhw","heroin",13.0158900829542,0.0273525120727012
2014,"nhw","heroin",16.5467479957198,0.0341783534978674
2015,"nhw","heroin",19.7893359099537,0.0400143743709752
2016,"nhw","heroin",22.495707989192,0.0445439338736309
2017,"nhw","heroin",21.5701054167417,0.0421321721598445
2018,"nhw","heroin",20.3104399288233,0.0391304304044923
1999,"other","heroin",0.127049645751874,0.000782884068008544
2000,"other","heroin",0.148233981315243,0.00097669207062668
2001,"other","heroin",0.097727177293686,0.0005709371849957
2002,"other","heroin",0.135168019312356,0.000811879990166846
2003,"other","heroin",0.151317106613594,0.000890920249170357
2004,"other","heroin",0.158385976783644,0.00087919545025753
2005,"other","heroin",0.159591012846568,0.000835214974998129
2006,"other","heroin",0.12909314120946,0.000648161720971183
2007,"other","heroin",0.183823099201183,0.000902011907780854
2008,"other","heroin",0.177700945140677,0.00086250357540082
2009,"other","heroin",0.234293455623097,0.00108819291674697
2010,"other","heroin",0.184007598851353,0.000815551648648534
2011,"other","heroin",0.345717066761165,0.00143883991047388
2012,"other","heroin",0.362086639441802,0.00150980402598239
2013,"other","heroin",0.534460832452475,0.00214882090986072
2014,"other","heroin",0.680643196230516,0.00267420196837518
2015,"other","heroin",0.879268825714245,0.00327181167000286
2016,"other","heroin",0.941061172913954,0.00349894629551946
2017,"other","heroin",0.98851769462062,0.00360548159207083
2018,"other","heroin",0.877836495824804,0.00313638311157713
1999,"total","heroin",0.701063788896128,0.000251327278472368
2000,"total","heroin",0.650101642283159,0.000229944482599775
2001,"total","heroin",0.621625576939832,0.000217497099350403
2002,"total","heroin",0.726541214797641,0.000253108060213236
2003,"total","heroin",0.716792033515437,0.000247786096273456
2004,"total","heroin",0.639670140938492,0.000219067775399402
2005,"total","heroin",0.67773004165615,0.000230289611251006
2006,"total","heroin",0.69637384589062,0.000234896957922958
2007,"total","heroin",0.796466749712308,0.000267757467807839
2008,"total","heroin",1.00558789204098,0.000337542143258562
2009,"total","heroin",1.07348981116877,0.000357761274923437
2010,"total","heroin",0.992328722276927,0.000330961776287412
2011,"total","heroin",1.42226019419833,0.000470588799805091
2012,"total","heroin",1.91621128598237,0.000635079205327238
2013,"total","heroin",2.64837447855521,0.000873354554043064
2014,"total","heroin",3.38684495896187,0.00111777789221816
2015,"total","heroin",4.14234242552243,0.00136403939806241
2016,"total","heroin",4.89936378337635,0.00160624355116839
2017,"total","heroin",4.86118836128141,0.00158452498848599
2018,"total","heroin",4.68598747570209,0.00152293650440841
1999,"white","heroin",0.727332339583276,0.000317747075900401
2000,"white","heroin",0.658398148802532,0.000285680181326972
2001,"white","heroin",0.647826378480153,0.000279525969767848
2002,"white","heroin",0.753010377146549,0.000324738864185726
2003,"white","heroin",0.761363508609091,0.000326855802603282
2004,"white","heroin",0.691662744101368,0.000296429060811255
2005,"white","heroin",0.71638568377528,0.000306016861978033
2006,"white","heroin",0.751077151829819,0.000319696973741977
2007,"white","heroin",0.869856780354083,0.000370480820524291
2008,"white","heroin",1.13900587584765,0.000488650842646349
2009,"white","heroin",1.20314626072628,0.000513321321228863
2010,"white","heroin",1.13079256663639,0.000485781075391943
2011,"white","heroin",1.63405059489355,0.000698562820723827
2012,"white","heroin",2.21608431517931,0.000951442883497438
2013,"white","heroin",3.03123324430381,0.00130219137540922
2014,"white","heroin",3.8956928984819,0.00167885199665532
2015,"white","heroin",4.76019140390819,0.00205417923883954
2016,"white","heroin",5.5181534677087,0.00238114702690923
2017,"white","heroin",5.39990469729211,0.00232729049145539
2018,"white","heroin",5.19196615125884,0.00223739484316457
1999,"all_hispanic","natural",1.34464619128686,0.00486973850669529
2000,"all_hispanic","natural",0.879090155577638,0.00301007772039046
2001,"all_hispanic","natural",0.857735816034401,0.00298298881867233
2002,"all_hispanic","natural",1.16235664451548,0.0037672133942441
2003,"all_hispanic","natural",1.0895571467638,0.00330134193165646
2004,"all_hispanic","natural",0.989255195734086,0.00305092321115436
2005,"all_hispanic","natural",1.03569705105097,0.00297667767271064
2006,"all_hispanic","natural",1.23978323669522,0.00344259385136422
2007,"all_hispanic","natural",1.38665256580581,0.00356128668636499
2008,"all_hispanic","natural",1.39839839264851,0.00341363166745134
2009,"all_hispanic","natural",1.35596678802998,0.00316532673410109
2010,"all_hispanic","natural",1.19153854567406,0.00264830024612155
2011,"all_hispanic","natural",1.43401349603828,0.00311027022493235
2012,"all_hispanic","natural",1.4213679053887,0.00304208137524318
2013,"all_hispanic","natural",1.48392454010333,0.00312441729832076
2014,"all_hispanic","natural",1.41651903356176,0.00288621635836588
2015,"all_hispanic","natural",1.47943876829056,0.00289832455484971
2016,"all_hispanic","natural",1.67412500150166,0.00316311813440012
2017,"all_hispanic","natural",1.76816878548424,0.00323502227373201
2018,"all_hispanic","natural",1.55401519153111,0.00279045096307482
1999,"black","natural",0.609099890417935,0.00186851784285972
2000,"black","natural",0.588663635624953,0.00174757415239111
2001,"black","natural",0.644867168900009,0.00188250549913445
2002,"black","natural",0.768751715326663,0.00220621567145693
2003,"black","natural",0.731378248261066,0.00204621108985529
2004,"black","natural",0.840930045966995,0.00228731909161204
2005,"black","natural",0.917570517862469,0.00247970486216822
2006,"black","natural",1.01369264765271,0.00266204527240217
2007,"black","natural",1.06733093415729,0.00273991867315514
2008,"black","natural",1.20099908478592,0.00305550099627945
2009,"black","natural",1.29670594946887,0.00329512371881171
2010,"black","natural",1.36859992870598,0.00333191365403774
2011,"black","natural",1.40500364881708,0.00339919473626331
2012,"black","natural",1.49674200448313,0.00360233796856653
2013,"black","natural",1.60902850461253,0.00381453641429239
2014,"black","natural",1.89682722846468,0.00443710357283656
2015,"black","natural",2.05050445558478,0.0048546108947996
2016,"black","natural",2.60978986908619,0.00597904495961963
2017,"black","natural",2.76863847427753,0.00628385708829454
2018,"black","natural",2.60459349571586,0.00583036137283081
1999,"nh_american_indian","natural",1.02224158470954,0.0458724046062217
2000,"nh_american_indian","natural",1.03158526015779,0.0447168531648595
2001,"nh_american_indian","natural",1.50108824764135,0.0719763887759164
2002,"nh_american_indian","natural",1.75255478629898,0.0753258148528025
2003,"nh_american_indian","natural",1.97961433475372,0.086272993148324
2004,"nh_american_indian","natural",2.42570104093502,0.10713443838483
2005,"nh_american_indian","natural",2.721131759173,0.130316191586836
2006,"nh_american_indian","natural",2.86577364837601,0.119158440336934
2007,"nh_american_indian","natural",3.43920851979613,0.142795528553906
2008,"nh_american_indian","natural",3.79268053837308,0.156810497208234
2009,"nh_american_indian","natural",5.3385446830982,0.223840733544062
2010,"nh_american_indian","natural",5.00026283513862,0.209393361625668
2011,"nh_american_indian","natural",4.78070958674403,0.196544192975565
2012,"nh_american_indian","natural",5.74791372245425,0.235351647850692
2013,"nh_american_indian","natural",5.56873083406347,0.220741832514647
2014,"nh_american_indian","natural",6.32090365673912,0.25784741833544
2015,"nh_american_indian","natural",5.89009536549688,0.238590927204419
2016,"nh_american_indian","natural",5.44588387130321,0.215590046502326
2017,"nh_american_indian","natural",5.77782759925883,0.238124109987318
2018,"nh_american_indian","natural",3.92395209426983,0.157143165593485
1999,"nhb","natural",18.6366388933328,1.90102952547855
2000,"nhb","natural",17.4191101514417,1.65349119387914
2001,"nhb","natural",18.2849451846019,1.70225497155922
2002,"nhb","natural",21.4970459777286,1.91082902338009
2003,"nhb","natural",19.2839227532,1.61029121647751
2004,"nhb","natural",21.2365768349752,1.63019246245029
2005,"nhb","natural",22.6038926354139,1.67177625191582
2006,"nhb","natural",23.8590045941684,1.62694467037702
2007,"nhb","natural",23.6440516174096,1.51350929141115
2008,"nhb","natural",26.1856546130292,1.62522112661426
2009,"nhb","natural",27.3758635959676,1.66328019908705
2010,"nhb","natural",27.5004115891286,1.46148732442213
2011,"nhb","natural",27.1177746921428,1.36413645489505
2012,"nhb","natural",28.3082615941331,1.39087077382092
2013,"nhb","natural",30.0631908908026,1.41969817799993
2014,"nhb","natural",34.6506384086524,1.59239619859475
2015,"nhb","natural",36.2557060122689,1.61800694553472
2016,"nhb","natural",45.3416524126345,1.89199985760817
2017,"nhb","natural",46.4603303092555,1.83978803949087
2018,"nhb","natural",43.7025375568325,1.7117411824738
1999,"nhw","natural",8.03314892979868,0.0352778381232446
2000,"nhw","natural",8.67413354364524,0.0353451604984059
2001,"nhw","natural",10.1192068117764,0.0390199228601226
2002,"nhw","natural",12.3980326131345,0.0465007710840171
2003,"nhw","natural",13.4453038885393,0.0486020617074317
2004,"nhw","natural",13.9608615772736,0.047742638449737
2005,"nhw","natural",14.8923003999159,0.0494748573309279
2006,"nhw","natural",17.2250378271787,0.0535434680053073
2007,"nhw","natural",19.4150718568125,0.0579318548502106
2008,"nhw","natural",20.941384172455,0.0598414413986378
2009,"nhw","natural",21.5714750409448,0.0593748398783863
2010,"nhw","natural",23.674418813172,0.062269319364071
2011,"nhw","natural",24.4611009539852,0.0621288632262167
2012,"nhw","natural",22.542494663546,0.0560357686852902
2013,"nhw","natural",22.414753029434,0.0544820314910977
2014,"nhw","natural",23.3933824787833,0.0552989033054231
2015,"nhw","natural",23.5888727114583,0.0535727061342144
2016,"nhw","natural",25.4832936207762,0.0556559798843876
2017,"nhw","natural",24.6021275132618,0.0525551730402469
2018,"nhw","natural",20.6645152250702,0.0432663292807538
1999,"other","natural",0.266002291359225,0.00192308738761537
2000,"other","natural",0.299819316174443,0.00195101798922404
2001,"other","natural",0.34432777040483,0.00227841302867507
2002,"other","natural",0.475200689923033,0.00320030799102588
2003,"other","natural",0.410243589578224,0.0024442634642492
2004,"other","natural",0.500189538714098,0.00291622745170952
2005,"other","natural",0.598336136841178,0.00351797261426845
2006,"other","natural",0.650325258275338,0.00348163270879741
2007,"other","natural",0.629193522493289,0.0031376956678571
2008,"other","natural",0.780987835936346,0.00387770859820831
2009,"other","natural",0.947752865898718,0.00458979275537749
2010,"other","natural",0.953085773024449,0.00438340138780964
2011,"other","natural",0.947165312686347,0.00417943983708567
2012,"other","natural",1.02835577262038,0.00453496880468045
2013,"other","natural",0.951729346792766,0.00394421511294708
2014,"other","natural",1.07212759083825,0.00436665462414774
2015,"other","natural",0.980505962977744,0.00397920259229635
2016,"other","natural",1.04725969901743,0.00402015046977719
2017,"other","natural",1.06051659902384,0.00396562630385479
2018,"other","natural",0.835290305132188,0.00309264394491516
1999,"total","natural",0.985105001459882,0.000353933313965259
2000,"total","natural",1.03353948468275,0.000366621016420373
2001,"total","natural",1.21754003545172,0.000426771955939539
2002,"total","natural",1.53180599774131,0.000532452443524916
2003,"total","natural",1.67170602494105,0.000576234628030869
2004,"total","natural",1.77546588312082,0.000606001262351242
2005,"total","natural",1.93700175653782,0.00065538218824407
2006,"total","natural",2.32267104559653,0.000778238167547895
2007,"total","natural",2.68293023106681,0.000895219213817181
2008,"total","natural",2.97029489056128,0.000984925119584967
2009,"total","natural",3.14196829979696,0.00103696602819433
2010,"total","natural",3.51546726190158,0.00115902245851518
2011,"total","natural",3.72847821417952,0.00122494948512744
2012,"total","natural",3.52144849794257,0.00115173963995308
2013,"total","natural",3.5341070883225,0.00114335052996899
2014,"total","natural",3.75896061911936,0.00121283411697222
2015,"total","natural",3.91910064921035,0.00126332456287265
2016,"total","natural",4.42805807238179,0.00141917494811918
2017,"total","natural",4.40559993081847,0.00140607714663301
2018,"total","natural",3.76803008611304,0.00119187059631233
1999,"white","natural",1.09036411873465,0.00047511618465223
2000,"white","natural",1.15230957125676,0.000498138400394228
2001,"white","natural",1.37062871860118,0.000588238121284998
2002,"white","natural",1.73090847509175,0.000738918482232967
2003,"white","natural",1.91608650440153,0.000814536829320688
2004,"white","natural",2.02474379556076,0.00085567550063412
2005,"white","natural",2.21130645533867,0.000929481632325432
2006,"white","natural",2.67674195139396,0.00112002481252952
2007,"white","natural",3.12471661677151,0.00130819875102999
2008,"white","natural",3.46083677125282,0.0014456384990692
2009,"white","natural",3.65277615593129,0.00152307848223936
2010,"white","natural",4.12254630032468,0.00172826561722836
2011,"white","natural",4.39224586839796,0.00183940976785129
2012,"white","natural",4.11511072866227,0.00172024488303025
2013,"white","natural",4.12310952164659,0.00170928108327736
2014,"white","natural",4.35586964018514,0.00180717320944527
2015,"white","natural",4.55705766289097,0.00189426694526056
2016,"white","natural",5.12460996592745,0.00213272827214311
2017,"white","natural",5.06873109151968,0.00210417556801521
2018,"white","natural",4.31367255792076,0.0017813406337145
1999,"all_hispanic","methadone",0.244464558835273,0.000941084147778672
2000,"all_hispanic","methadone",0.196775685822961,0.000646945627916689
2001,"all_hispanic","methadone",0.256776547835647,0.000839213495583145
2002,"all_hispanic","methadone",0.321783404611552,0.00107157290492011
2003,"all_hispanic","methadone",0.425909392389093,0.00129713995952399
2004,"all_hispanic","methadone",0.468300686613889,0.00136636325320194
2005,"all_hispanic","methadone",0.546898347128107,0.00149382084450643
2006,"all_hispanic","methadone",0.59928025012157,0.00157113569794182
2007,"all_hispanic","methadone",0.614349665809181,0.00150120284978321
2008,"all_hispanic","methadone",0.606310021684063,0.00146075258246215
2009,"all_hispanic","methadone",0.527279811076831,0.00121882737102918
2010,"all_hispanic","methadone",0.567016241614125,0.00122982443845054
2011,"all_hispanic","methadone",0.501626743461119,0.00104641943913834
2012,"all_hispanic","methadone",0.48396490621313,0.00101714608176599
2013,"all_hispanic","methadone",0.494411418944517,0.00103837459154506
2014,"all_hispanic","methadone",0.443903911265996,0.000893644041842495
2015,"all_hispanic","methadone",0.438022421336392,0.000837233901581816
2016,"all_hispanic","methadone",0.508664843769773,0.000959786078815048
2017,"all_hispanic","methadone",0.524206832287188,0.000998819875413125
2018,"all_hispanic","methadone",0.515407742401743,0.000944003103007196
1999,"black","methadone",0.20797218349292,0.000617962410016678
2000,"black","methadone",0.201406728151698,0.000586679076756492
2001,"black","methadone",0.302075425728418,0.000869084582613724
2002,"black","methadone",0.404264604874079,0.001142901176616
2003,"black","methadone",0.414050689137494,0.00114785200380755
2004,"black","methadone",0.588101054649179,0.00157834528201038
2005,"black","methadone",0.706675870299818,0.00188976153021471
2006,"black","methadone",0.842222047848503,0.00221749998219517
2007,"black","methadone",0.804028031914992,0.00205129996484348
2008,"black","methadone",0.630617643984468,0.00159363509602835
2009,"black","methadone",0.661786720938385,0.00162588892725154
2010,"black","methadone",0.602344180962543,0.00144855630944597
2011,"black","methadone",0.671565826023377,0.00161594749423696
2012,"black","methadone",0.56788004617401,0.00134040289379676
2013,"black","methadone",0.560711044657409,0.00131644332662445
2014,"black","methadone",0.591217663828047,0.00136858318475938
2015,"black","methadone",0.562469285933137,0.00128503412632775
2016,"black","methadone",0.655282071238994,0.00145384133786745
2017,"black","methadone",0.735956589924737,0.00162136880776027
2018,"black","methadone",0.710827247576919,0.00153115933750882
1999,"nh_american_indian","methadone",0.316393831367365,0.0145128111030783
2000,"nh_american_indian","methadone",0.389575312840651,0.0169390660702088
2001,"nh_american_indian","methadone",0.500120705901994,0.0210354406164986
2002,"nh_american_indian","methadone",0.904777192000296,0.0377151378202683
2003,"nh_american_indian","methadone",1.34754252146738,0.0601945696790262
2004,"nh_american_indian","methadone",2.00400304792858,0.0842440983906052
2005,"nh_american_indian","methadone",2.22525956968244,0.0919359042563011
2006,"nh_american_indian","methadone",2.47541785130147,0.104509983601056
2007,"nh_american_indian","methadone",2.32349666197456,0.0958842599514708
2008,"nh_american_indian","methadone",2.91464474013708,0.115433173326204
2009,"nh_american_indian","methadone",2.92472781526381,0.117124188412973
2010,"nh_american_indian","methadone",2.70916024876695,0.107674085572102
2011,"nh_american_indian","methadone",2.65995820607606,0.103880070001165
2012,"nh_american_indian","methadone",2.2574705832979,0.0937890806213096
2013,"nh_american_indian","methadone",1.90329633940469,0.0781968740757442
2014,"nh_american_indian","methadone",1.27294841750821,0.0499266419101431
2015,"nh_american_indian","methadone",1.5739713710841,0.0647034478991723
2016,"nh_american_indian","methadone",1.37574725797762,0.0530694867573761
2017,"nh_american_indian","methadone",1.75498419902324,0.0691172764843559
2018,"nh_american_indian","methadone",1.03085541620684,0.0412633111167622
1999,"nhb","methadone",5.91821272430254,0.548227785799223
2000,"nhb","methadone",5.22621509863144,0.462918805237745
2001,"nhb","methadone",8.13879622361105,0.753846485489941
