"year","age","age_cat","race","pop","pop_std","unit_w","opioid_rate","drug_rate","nonopioid_rate","opium_rate","heroin_rate","natural_rate","methadone_rate","synth_rate","other_op_rate","unspec_op_rate","nonh_nonm_rate","opioid_var","drug_var","nonopioid_var","opium_var","heroin_var","natural_var","methadone_var","synth_var","other_op_var","unspec_op_var","nonh_nonm_var"
2001,40,"40-44","white",18590797,22479229,0.0818516946296041,8.94528620800926,17.266607773728,8.32132156571878,0.00537900553698693,1.64059668878101,3.5824176876333,1.47384751713442,1.01125304095354,2.33448840305233,0,6.55700774958707,0.0481167440428146,0.0928771788198647,0.0447604347770501,2.8933700566936e-05,0.00882477867291549,0.0192698445775794,0.00792783395534048,0.00543953570658398,0.0125572260460502,0,0.035270180991095
2001,40,"40-44","black",2839195,22479229,0.0818516946296041,9.01664028007939,19.1603605951687,10.1437203150893,0,1.97239006126737,1.37362879266834,0.563540017504962,0.316991259846541,5.24796641301496,0,6.86814396334172,0.317577351329493,0.674851871575172,0.357274520245679,0,0.0694700456033265,0.0483809246166024,0.0198485844580933,0.0111648287576775,0.184839942765994,0,0.241904623083012
2001,45,"45-49","white",17051731,19805793,0.0721171406961133,8.19858112938798,15.6171827951074,7.41860166571945,0.00586450724562802,1.29019159403817,3.26066602856918,1.50131385488077,0.996966231756764,2.11122260842609,0,6.02284894125998,0.048080638437165,0.0915870816582049,0.0435064432210399,3.43924452340236e-05,0.00756633795148519,0.0191221995501171,0.00880446597991004,0.00584671568978401,0.0123812802842485,0,0.0353210412553422
2001,45,"45-49","black",2424201,19805793,0.0721171406961133,10.1889241032406,21.7803721721095,11.5914480688689,0,2.64004511177085,2.18628735818523,0.742512687685551,0.330005638971356,5.23883951867028,0,7.50762828659835,0.420300301140071,0.898455704461366,0.478155403321295,0,0.108903721752893,0.0901858945766144,0.0306291717430011,0.0136129652191116,0.216105822853397,0,0.309694958734789
2001,50,"50-54","white",15638143,17224359,0.0627175857792397,4.72562503105388,9.70064028702129,4.97501525596741,0.00639462115162906,0.767354538195488,2.10383035888596,0.748170674740601,0.54354279788847,1.10626945923183,0,3.59377708721553,0.0302185817782449,0.0620319195637314,0.0318133377854865,4.08911796728618e-05,0.00490694156074342,0.0134531981123715,0.00478426802172483,0.00347575027219326,0.0070741740834051,0,0.0229808429761483
2001,50,"50-54","black",2011934,17224359,0.0627175857792397,8.64839502687464,16.9985695355812,8.35017450870655,0,2.48517098473409,1.93843336809259,0.795254715114909,0.497034196946818,3.97627357557455,0,6.41174114061396,0.429854807706149,0.844887035836224,0.415032228130075,0,0.123521496467284,0.0963467672444817,0.039526878869531,0.0247042992934569,0.197634394347655,0,0.318685460885593
2001,55,"55-59","white",11867993,13307234,0.0484544934229143,2.41826903672761,5.60330630461275,3.18503726788514,0,0.303336882655728,1.18806945706827,0.328614956210372,0.370745078801445,0.522413520129309,0,1.98011576178045,0.0203763941951062,0.0472135963057338,0.0268372021106277,0,0.00255592401053597,0.0100107023745992,0.00276891767808063,0.0031239071239884,0.00440186912925639,0,0.0166845039576653
2001,55,"55-59","black",1386664,13307234,0.0484544934229143,3.53366064165508,8.36540070269366,4.83174006103858,0,0.937501802888082,1.15384837278533,0.21634656989725,0.21634656989725,1.37019494268258,0,2.74038988536516,0.25483178633433,0.603275249281272,0.348443462946942,0,0.0676084331091081,0.08321037921121,0.0156019461021019,0.0156019461021019,0.0988123253133118,0,0.197624650626624
2001,60,"60-64","white",9478249,10654272,0.0387944897151384,1.36101087869711,3.4183529046346,2.05734202593749,0,0.126605663134615,0.548624540249998,0.189908494701922,0.327064629764422,0.305963685908653,0,1.11835002435576,0.0143593070692394,0.03606523635995,0.0217059292907107,0,0.00133574949481296,0.00578824781085618,0.00200362424221945,0.00345068619493349,0.00322806127913133,0,0.0117991205375145
2001,60,"60-64","black",1111123,10654272,0.0387944897151384,1.97997881422669,5.48994125762854,3.50996244340186,0,0.269997111030912,0.269997111030912,0.359996148041216,0.089999037010304,1.16998748113395,0,1.52998362917517,0.178196186581206,0.494089426429706,0.315893239848501,0,0.0242994799883462,0.0242994799883462,0.0323993066511283,0.00809982666278207,0.105297746616167,0,0.137697053267295
