"year","race","opioid_type","std_rate","var","sd"
2003,"black","nonh_nonm",2.47011401797164,0.00702667404449815,0.083825258988554
2004,"black","nonh_nonm",2.15843874034605,0.00603529784719131,0.0776871794261531
2005,"black","nonh_nonm",2.24582648315639,0.00618424762995175,0.0786399874742599
2006,"black","nonh_nonm",2.98226369003057,0.00805491655642135,0.0897491869401687
2007,"black","nonh_nonm",2.23011665480838,0.00589430771344311,0.0767743949076976
2008,"black","nonh_nonm",2.24941371426306,0.00587516437495384,0.0766496208402484
2009,"black","nonh_nonm",2.30382926643366,0.00598123448514311,0.0773384411864056
2010,"black","nonh_nonm",2.23909610032205,0.00565072212464658,0.0751712852400874
2011,"black","nonh_nonm",2.41687976763151,0.00604205560457383,0.077730660646709
2012,"black","nonh_nonm",2.488789561295,0.00613415380516202,0.0783208388946519
2013,"black","nonh_nonm",2.52271813814567,0.00614323351070969,0.0783787822737103
2014,"black","nonh_nonm",3.26219641075017,0.00792716157661143,0.0890346088698739
2015,"black","nonh_nonm",4.17959546182789,0.0100741975114324,0.10037030193953
2016,"black","nonh_nonm",7.85144383074207,0.0184938227322027,0.135991995103398
2017,"black","nonh_nonm",10.8455476142662,0.0254061653370093,0.159393115713977
2018,"black","nonh_nonm",12.5189443901281,0.0289869186855579,0.17025545126532
2019,"black","nonh_nonm",15.6947718167958,0.0360938185730675,0.189983732390612
1999,"total","nonh_nonm",2.243259160262,0.00082153662182074,0.0286624601494837
2000,"total","nonh_nonm",2.22926857825778,0.00079059801121658,0.028117574774802
2001,"total","nonh_nonm",2.4410545944588,0.0008558908232072,0.0292556118241817
2002,"total","nonh_nonm",2.91569496123335,0.00101458587190454,0.0318525646048248
2003,"total","nonh_nonm",3.06520302970402,0.00105892119566468,0.0325410693687943
2004,"total","nonh_nonm",3.10139457392873,0.00106181375226717,0.0325854837660448
2005,"total","nonh_nonm",3.28797783686472,0.00111473422988413,0.0333876358834244
2006,"total","nonh_nonm",3.91168183174846,0.00131505533689429,0.0362636917162923
2007,"total","nonh_nonm",4.03240987287206,0.00134867974232345,0.0367243753156327
2008,"total","nonh_nonm",4.36897289866958,0.00145129507833296,0.0380958669455488
2009,"total","nonh_nonm",4.6103138547105,0.00152287268300088,0.0390240013709625
2010,"total","nonh_nonm",4.89756601313977,0.00161597266482211,0.0401991624890633
2011,"total","nonh_nonm",5.13065281190371,0.00168829942141256,0.041088920908349
2012,"total","nonh_nonm",4.90200688047157,0.00160472099152306,0.0400589689273583
2013,"total","nonh_nonm",4.96482558166074,0.00161032178801644,0.0401288149341149
2014,"total","nonh_nonm",5.72578381632698,0.00185841605404926,0.0431093499608758
2015,"total","nonh_nonm",6.94762903430623,0.00226070152907857,0.0475468351110625
2016,"total","nonh_nonm",10.0243877467998,0.00326223883347747,0.0571160120585941
2017,"total","nonh_nonm",12.359700484584,0.00401488702587503,0.0633631361745537
2018,"total","nonh_nonm",12.5247143117749,0.00405814736183528,0.063703589866155
2019,"total","nonh_nonm",13.6610116568556,0.0044135264660042,0.066434377140184
1999,"white","nonh_nonm",2.27816690315284,0.00101049188693857,0.0317882350396899
2000,"white","nonh_nonm",2.31806434875933,0.0010100311790023,0.0317809876970855
2001,"white","nonh_nonm",2.59823220939468,0.00112443252597563,0.0335325591921588
2002,"white","nonh_nonm",3.16715727203819,0.00136525617046695,0.0369493730727187
2003,"white","nonh_nonm",3.37813852521547,0.00145199654274405,0.0381050724017689
2004,"white","nonh_nonm",3.47113307657416,0.00148542685597063,0.03854123578676
2005,"white","nonh_nonm",3.68944982917983,0.00156989489911675,0.0396218992366185
2006,"white","nonh_nonm",4.37353080357628,0.00185600808834085,0.0430814123299231
2007,"white","nonh_nonm",4.65008867943484,0.00197218146807873,0.0444092498031517
2008,"white","nonh_nonm",5.0700640331899,0.00214478098641136,0.046311780212073
2009,"white","nonh_nonm",5.35773917242132,0.00226141746129425,0.0475543632203634
2010,"white","nonh_nonm",5.77353190350773,0.00245076457217117,0.0495051974258377
2011,"white","nonh_nonm",6.04746994341494,0.00256890660915411,0.0506843823002127
2012,"white","nonh_nonm",5.74738701732782,0.00243847190187722,0.0493808859972887
2013,"white","nonh_nonm",5.8456712083855,0.00246490731749118,0.0496478329586618
2014,"white","nonh_nonm",6.6946520725164,0.00283515982090393,0.0532462188413781
2015,"white","nonh_nonm",8.17098526800062,0.00349232169742964,0.0590958687001861
2016,"white","nonh_nonm",11.5682743031414,0.00499097816664892,0.0706468553203108
2017,"white","nonh_nonm",14.1200204834601,0.00610411153599485,0.0781288137372816
2018,"white","nonh_nonm",14.08980893856,0.00610532049806014,0.0781365503337595
2019,"white","nonh_nonm",14.9928594465787,0.00649875756814347,0.0806148718794707
1999,"black","nonopioid",4.05271737451635,0.0127974763544843,0.113125931397201
2000,"black","nonopioid",3.82677029128646,0.011803912226314,0.108645810900899
2001,"black","nonopioid",4.20327106852374,0.0126764540887682,0.112589760141712
2002,"black","nonopioid",4.53017736576917,0.0132738287386019,0.115212103264379
2003,"black","nonopioid",4.6872191256719,0.0135972738633204,0.116607349096532
2004,"black","nonopioid",5.035686312027,0.014320723588781,0.119669225738203
2005,"black","nonopioid",5.82840961676352,0.0161411072030032,0.127047657211785
2006,"black","nonopioid",6.48051253492574,0.0177156876061507,0.133100291532929
2007,"black","nonopioid",6.03705424194288,0.0162288302758198,0.127392426289084
2008,"black","nonopioid",4.90323849434989,0.0130196028253008,0.114103474203465
2009,"black","nonopioid",4.61604628861282,0.0120099029928693,0.109589702950913
2010,"black","nonopioid",4.561215258637,0.0117174981090963,0.108247393082218
2011,"black","nonopioid",4.76734388313948,0.0120935864759417,0.109970843753886
2012,"black","nonopioid",4.63575772252877,0.0116172085244844,0.107783155105445
2013,"black","nonopioid",4.86813578400814,0.0119806353858265,0.109456088847658
2014,"black","nonopioid",4.86289814018101,0.0118477519628339,0.10884737921895
2015,"black","nonopioid",5.50793555785492,0.0132616597144915,0.115159279758478
2016,"black","nonopioid",6.68064733094463,0.0159243812632791,0.12619184309328
2017,"black","nonopioid",7.63748134094897,0.0179382312832578,0.133933682407592
2018,"black","nonopioid",7.01869560884671,0.0162632078256074,0.127527282671621
2019,"black","nonopioid",7.2953381054411,0.0167678038476304,0.129490555051828
1999,"total","nonopioid",3.20863170466212,0.00117710988987281,0.0343090351055347
2000,"total","nonopioid",3.18765652856467,0.00113167081562053,0.0336403153317642
2001,"total","nonopioid",3.46634344706263,0.00121712291965968,0.0348872887977796
2002,"total","nonopioid",4.01838902995792,0.00139823438063667,0.0373929723428971
2003,"total","nonopioid",4.41077342255746,0.0015229636134516,0.0390251664115811
2004,"total","nonopioid",4.64977240149123,0.00159309000753466,0.0399135316344553
2005,"total","nonopioid",5.00017000407575,0.00169606490686545,0.0411833085954182
2006,"total","nonopioid",5.60263359150163,0.00188485568065629,0.0434149246303191
2007,"total","nonopioid",5.73750953095238,0.00191146808493773,0.0437203394879057
2008,"total","nonopioid",5.47489552542382,0.00181450772266511,0.0425970388955043
2009,"total","nonopioid",5.32930861358123,0.00175533448689349,0.0418967121250999
2010,"total","nonopioid",5.47452583093169,0.00178907741700884,0.042297487124046
2011,"total","nonopioid",5.85493242509822,0.00190933346052252,0.0436959204105202
2012,"total","nonopioid",5.73004873699433,0.00185635079792468,0.0430853896109189
2013,"total","nonopioid",5.8503401803084,0.00188333171018741,0.043397369853338
2014,"total","nonopioid",5.6604801745012,0.00181877461957144,0.0426470939170706
2015,"total","nonopioid",5.91363546580343,0.00189667151151863,0.0435507923179203
2016,"total","nonopioid",6.50894996811508,0.00207869742531754,0.045592734347893
2017,"total","nonopioid",6.86346080831809,0.00218882933141962,0.0467849263269658
2018,"total","nonopioid",6.15088127969921,0.00194239669492786,0.0440726297709572
2019,"total","nonopioid",6.17042178977231,0.00194026968056834,0.0440484923756573
1999,"white","nonopioid",3.20128066474025,0.00141299575159636,0.0375898357484621
2000,"white","nonopioid",3.26916031810177,0.00141697249924892,0.0376426951645192
2001,"white","nonopioid",3.5560482878122,0.00153252542805706,0.0391474830360403
2002,"white","nonopioid",4.17630747629227,0.0017909622907822,0.0423197624140566
2003,"white","nonopioid",4.63549397628939,0.00198269826684967,0.0445275001190239
2004,"white","nonopioid",4.88339572869854,0.0020827227505346,0.0456368573691769
2005,"white","nonopioid",5.21131257002037,0.00221168246441937,0.0470285281974608
2006,"white","nonopioid",5.85873757176568,0.00247824592142102,0.0497819839040292
2007,"white","nonopioid",6.11904108184645,0.00257623420978058,0.0507566173989223
2008,"white","nonopioid",5.98584548809737,0.0025152219678892,0.0501519886733238
2009,"white","nonopioid",5.8452892910021,0.002451050409741,0.0495080842867203
2010,"white","nonopioid",6.05938107823914,0.00253530057953581,0.0503517683853885
2011,"white","nonopioid",6.49276802163602,0.00272095967513449,0.0521628188955935
2012,"white","nonopioid",6.37785263658108,0.00266591087446999,0.051632459504366
2013,"white","nonopioid",6.49410633417769,0.00270630884496551,0.0520221956953521
2014,"white","nonopioid",6.2546647593589,0.0026126064076576,0.0511136616537849
2015,"white","nonopioid",6.47492236054278,0.00271548325081753,0.0521102988939569
2016,"white","nonopioid",7.0673212596188,0.00296695656001165,0.0544697765739098
2017,"white","nonopioid",7.35222759304869,0.00309751081267473,0.0556552855771555
2018,"white","nonopioid",6.48867747967725,0.00271192480053045,0.0520761442556037
2019,"white","nonopioid",6.45680556683144,0.00269560100066048,0.0519191775807406
1999,"black","opioid",3.5262066787667,0.0108761127932775,0.104288603371977
2000,"black","opioid",3.44416371039812,0.0102903593949613,0.101441408679894
2001,"black","opioid",3.34885508843172,0.00982845633724734,0.099138571389986
2002,"black","opioid",3.60325610388669,0.0104036976604959,0.10199851793284
